,ave,std,max,min,mad,median,q05,q95,abs_mean,abs_std,abs_max,abs_min,abs_mad,abs_median,abs_q05,abs_q95
13,4.680813333333333,6.033346435736719,139.0,-129.0,3.6665687985777784,5.0,-3.0,12.0,5.711546666666667,5.068475701575554,139.0,0.0,3.158992082133333,5.0,1.0,13.0
14,4.59672,5.402046506245854,98.0,-125.0,3.3245063008000004,5.0,-2.0,11.0,5.40756,4.590226789707295,125.0,0.0,2.9099228352,5.0,1.0,12.0
15,4.597953333333333,6.328509472593304,126.0,-117.0,3.7710158455999996,5.0,-3.0,12.0,5.73162,5.323500831846845,126.0,0.0,3.2458164117333337,5.0,1.0,13.0
16,4.513486666666667,6.48017217317808,145.0,-162.0,3.6548384345777776,5.0,-3.0,11.0,5.623326666666666,5.5445753202620285,162.0,0.0,3.190936992533333,5.0,1.0,12.0
17,4.47524,5.998118604355198,101.0,-120.0,3.6170036448,4.0,-3.0,12.0,5.538333333333333,5.033089783506815,120.0,0.0,3.1242958666666665,5.0,1.0,12.0
18,4.530326666666666,6.831583864439944,120.0,-117.0,3.947406458666667,5.0,-3.0,12.0,5.85802,5.7339260138509704,120.0,0.0,3.3884993514666664,5.0,1.0,14.0
19,4.491646666666667,7.298202882462982,140.0,-189.0,3.9645082733333337,4.0,-3.0,12.0,5.87238,6.241290958369017,189.0,0.0,3.4599059949333335,5.0,1.0,14.0
20,4.419053333333333,7.6895072551692865,146.0,-123.0,4.272707152533333,4.0,-4.0,13.0,6.015266666666666,6.517132044257614,146.0,0.0,3.6411357066666667,5.0,1.0,15.0
21,4.6559333333333335,8.202354132786779,229.0,-251.0,4.207110924444446,5.0,-3.0,13.0,6.16424,7.138512796432669,251.0,0.0,3.6752692127999995,5.0,1.0,14.0
22,4.5256,13.678314904085374,313.0,-595.0,4.878720576000001,5.0,-4.0,13.0,6.72532,12.741556415106142,595.0,0.0,4.485282022399999,5.0,1.0,15.0
23,4.489566666666667,5.666801440243516,108.0,-63.0,3.5897172502222223,4.0,-3.0,12.0,5.50718,4.683988476279624,108.0,0.0,3.0829500165333337,5.0,1.0,13.0
24,4.39766,5.305996062477629,84.0,-86.0,3.466238381866666,4.0,-3.0,11.0,5.32558,4.373916460629767,86.0,0.0,2.9580144533333343,5.0,1.0,12.0
25,4.519193333333333,6.623072100607785,115.0,-102.0,3.8393571496888894,5.0,-3.0,12.0,5.75674,5.581044008613577,115.0,0.0,3.3075979930666666,5.0,1.0,13.0
26,4.699046666666667,6.419386404839197,131.0,-106.0,3.662264712355556,5.0,-2.0,12.0,5.769793333333333,5.477131690075797,131.0,0.0,3.2118980384888887,5.0,1.0,13.0
27,4.392853333333333,5.813616050219182,118.0,-104.0,3.537184211911111,4.0,-3.0,11.0,5.42056,4.869574317955686,118.0,0.0,3.0436776128000003,5.0,1.0,12.0
28,4.616466666666667,6.748137947957248,194.0,-172.0,3.7291960453333335,5.0,-3.0,12.0,5.725013333333333,5.837231891487316,194.0,0.0,3.2286015388444445,5.0,1.0,13.0
29,4.463166666666667,137.50453456747914,3252.0,-4621.0,24.97314188444444,4.0,-27.0,36.0,26.31226,135.03731845015372,4621.0,0.0,34.660333818666665,6.0,1.0,65.0
30,4.374333333333333,8.986164155515063,159.0,-142.0,5.182098573333333,4.0,-7.0,15.0,6.683413333333333,7.43086497886918,159.0,0.0,4.3278765767111125,5.0,1.0,18.0
31,4.343853333333334,7.1896093650286526,220.0,-247.0,3.7853402709333337,4.0,-3.0,12.0,5.56084,6.295754342244059,247.0,0.0,3.2799851711999994,5.0,1.0,12.0
32,4.32278,3.802861573864389,60.0,-55.0,2.764019602133334,4.0,-1.0,10.0,4.765673333333333,3.230559382426163,60.0,0.0,2.4376317199111113,4.0,1.0,10.0
33,4.42402,3.1687453846249753,54.0,-38.0,2.427181872266667,4.0,-1.0,9.0,4.6579266666666665,2.813646260399024,54.0,0.0,2.2286095830222226,4.0,1.0,9.0
34,4.325586666666666,3.686847425843453,72.0,-57.0,2.563034964977778,4.0,-1.0,9.0,4.698213333333333,3.198486049666147,72.0,0.0,2.3165364984888885,4.0,1.0,10.0
35,4.2394066666666665,3.2145440324527828,49.0,-32.0,2.407696856088889,4.0,-1.0,9.0,4.51334,2.817021171696895,49.0,0.0,2.2020638717333334,4.0,1.0,9.0
36,4.409253333333333,3.045098825982712,38.0,-37.0,2.3237867793777776,4.0,0.0,9.0,4.611906666666667,2.7284513057042217,38.0,0.0,2.157371687644445,4.0,1.0,9.0
37,4.353913333333334,3.7927063226624713,119.0,-87.0,2.5121136583999997,4.0,-1.0,9.0,4.706753333333333,3.3447921176137325,119.0,0.0,2.2943612108444444,4.0,1.0,9.0
38,4.242466666666667,4.685086578616295,152.0,-121.0,2.6144253644444446,4.0,-1.0,9.0,4.71192,4.212640686775581,152.0,0.0,2.400029330133334,4.0,1.0,9.0
39,4.298573333333334,4.270897122975116,100.0,-94.0,2.565874150933334,4.0,-1.0,9.0,4.71444,3.8068786998322177,100.0,0.0,2.3559988506666665,4.0,1.0,9.0
40,4.306406666666667,3.614479499324335,133.0,-113.0,2.411404734311111,4.0,0.0,9.0,4.588593333333334,3.248752824893732,133.0,0.0,2.2255339347555556,4.0,1.0,9.0
41,4.1965,3.265716692555674,56.0,-39.0,2.4095659799999996,4.0,-1.0,9.0,4.480713333333333,2.863338846385087,56.0,0.0,2.205312233600001,4.0,1.0,9.0
42,4.3839733333333335,4.222792523019197,139.0,-102.0,2.553684408888888,4.0,-1.0,9.0,4.76124,3.7923303575590044,139.0,0.0,2.337476521066666,4.0,1.0,9.0
43,4.346053333333334,3.7894462422858535,76.0,-67.0,2.5130855765333338,4.0,-1.0,9.0,4.696386666666666,3.3454466902412205,76.0,0.0,2.302585577777777,4.0,1.0,9.0
44,4.202306666666667,3.878480668600038,73.0,-83.0,2.562261656888889,4.0,-1.0,9.0,4.63024,3.356016382762914,83.0,0.0,2.3280159381333334,4.0,1.0,9.0
45,4.444753333333333,3.3981737433099,64.0,-44.0,2.4637149184,4.0,0.0,9.0,4.730073333333333,2.988278064927611,64.0,0.0,2.2554731441777776,4.0,1.0,9.0
46,4.363906666666667,3.429753687855434,60.0,-44.0,2.465973698844445,4.0,-1.0,9.0,4.66564,3.006439252933589,60.0,0.0,2.2533808448,4.0,1.0,9.0
47,4.407626666666666,3.4426578172357662,101.0,-79.0,2.3869974343111107,4.0,0.0,9.0,4.663293333333334,3.0875144543130904,101.0,0.0,2.210773098133333,4.0,1.0,9.0
48,4.535966666666667,3.863213588238478,136.0,-154.0,2.444586293333333,5.0,0.0,9.0,4.829246666666666,3.4896663380562942,154.0,0.0,2.259971098222222,5.0,1.0,9.0
49,4.5526333333333335,3.07159664728221,42.0,-38.0,2.3355873408888885,5.0,0.0,9.0,4.74662,2.762383532510503,42.0,0.0,2.1695587330666664,5.0,1.0,9.0
50,4.820373333333333,4.084310485002719,103.0,-104.0,2.4916648760888886,5.0,0.0,10.0,5.13232,3.684679352401355,104.0,0.0,2.3350051306666666,5.0,1.0,10.0
51,4.720506666666667,4.835357209950251,170.0,-99.0,2.737198494222222,5.0,0.0,10.0,5.216026666666667,4.29614891795653,170.0,0.0,2.515120463288889,5.0,1.0,10.0
52,4.419993333333333,3.896672960405662,111.0,-76.0,2.5018009156444445,4.0,0.0,9.0,4.772713333333333,3.4556601465425594,111.0,0.0,2.2927417209777774,4.0,1.0,9.0
53,4.4605266666666665,3.625360139930448,75.0,-86.0,2.4835289512,4.0,0.0,9.0,4.7837,3.1868054037742164,86.0,0.0,2.271453306666667,5.0,1.0,9.0
54,4.366393333333333,3.636204624584454,97.0,-79.0,2.439888957333333,4.0,0.0,9.0,4.67282,3.232972253978883,97.0,0.0,2.252238981066667,4.0,1.0,9.0
55,4.570053333333333,4.23012669120375,125.0,-110.0,2.5756991111111116,5.0,0.0,10.0,4.955813333333333,3.7708419484445237,125.0,0.0,2.347932021688889,5.0,1.0,10.0
56,4.427033333333333,3.4468219762703822,72.0,-67.0,2.401312181333333,4.0,0.0,9.0,4.684606666666666,3.087661024620348,72.0,0.0,2.2256983435555555,4.0,1.0,9.0
57,4.491766666666667,3.592359240460458,71.0,-61.0,2.4328472062222226,4.0,0.0,9.0,4.780433333333334,3.198195116296414,71.0,0.0,2.2453151737777777,5.0,1.0,9.0
58,4.381153333333334,3.0572827450217033,41.0,-32.0,2.3164035921777772,4.0,0.0,9.0,4.591286666666667,2.731584977297761,41.0,0.0,2.1519257356444443,4.0,1.0,9.0
59,4.3475866666666665,4.257974210598048,214.0,-134.0,2.490875201955556,4.0,0.0,9.0,4.708933333333333,3.85457899742854,214.0,0.0,2.2941307857777775,4.0,1.0,9.0
60,4.2992,3.46021182113258,59.0,-42.0,2.464633792,4.0,-1.0,9.0,4.616373333333334,3.0241139003662054,59.0,0.0,2.2527199125333333,4.0,1.0,9.0
61,4.4214,4.652389314983817,123.0,-123.0,2.638507717333333,4.0,-1.0,9.0,4.8834,4.1648385417925295,123.0,0.0,2.411466037333333,4.0,1.0,10.0
62,4.3866933333333336,3.8456131098812008,77.0,-86.0,2.5494687939555556,4.0,-1.0,9.0,4.76348,3.3676481254171993,86.0,0.0,2.3267802229333334,4.0,1.0,10.0
63,4.49064,4.4867367424195175,197.0,-84.0,2.6372429664000006,4.0,-1.0,9.0,4.931626666666666,3.9969594600381417,197.0,0.0,2.3952783630222227,5.0,1.0,10.0
64,4.460773333333333,3.5834471591721804,52.0,-41.0,2.5190583264,4.0,-1.0,9.0,4.79172,3.1271378769638556,52.0,0.0,2.289578477866667,5.0,1.0,10.0
65,4.47196,4.127655590687992,124.0,-120.0,2.573414436266667,4.0,0.0,9.0,4.859013333333333,3.6641414091212865,124.0,0.0,2.3486163384888887,5.0,1.0,10.0
66,4.599193333333333,4.121177086297806,95.0,-106.0,2.6058693071111114,5.0,0.0,10.0,4.976993333333334,3.6559804614598876,106.0,0.0,2.3645561593777784,5.0,1.0,10.0
67,4.689713333333334,3.5172770707952723,59.0,-51.0,2.501676345688889,5.0,0.0,10.0,4.97586,3.0992657135822386,59.0,0.0,2.282194941866667,5.0,1.0,10.0
68,4.7508,3.620154701593164,87.0,-78.0,2.4961020213333334,5.0,0.0,10.0,5.024813333333333,3.2290639217655057,87.0,0.0,2.2954901795555553,5.0,1.0,10.0
69,4.747633333333333,3.3123653498142827,60.0,-50.0,2.4236937817777777,5.0,0.0,10.0,4.9701933333333335,2.9679875823455664,60.0,0.0,2.237050036355556,5.0,1.0,10.0
70,4.5100066666666665,3.5262741570509077,50.0,-38.0,2.538013862577778,5.0,-1.0,10.0,4.830406666666667,3.0727709070852,50.0,0.0,2.2991434809777775,5.0,1.0,10.0
71,4.62506,4.069170724369921,57.0,-64.0,2.7163012805333335,5.0,-1.0,10.0,5.064206666666666,3.507579344511151,64.0,0.0,2.4370288809777776,5.0,1.0,10.0
72,4.508546666666667,3.678409596433847,76.0,-54.0,2.518079944355556,5.0,0.0,9.0,4.836386666666667,3.235279553719301,76.0,0.0,2.301317118222222,5.0,1.0,10.0
73,4.451066666666667,3.3828866108252926,56.0,-46.0,2.496893544888889,4.0,-1.0,9.0,4.738453333333333,2.9669780407366546,56.0,0.0,2.271379283911111,5.0,1.0,10.0
74,4.385066666666667,3.76125218187712,90.0,-76.0,2.5471179164444444,4.0,-1.0,9.0,4.736186666666667,3.308223413571588,90.0,0.0,2.3180015651555554,4.0,1.0,10.0
75,4.488026666666666,3.749055482216236,127.0,-112.0,2.486023275733334,4.0,0.0,9.0,4.77664,3.3736468181606813,127.0,0.0,2.2807500202666664,5.0,1.0,9.0
76,4.914666666666666,4.194387779102113,124.0,-99.0,2.565226702222222,5.0,0.0,10.0,5.2427866666666665,3.7762419194894177,124.0,0.0,2.4063045400888887,5.0,1.0,10.0
77,4.7234066666666665,3.3715523492486135,61.0,-75.0,2.451330212533333,5.0,0.0,10.0,4.95602,3.019236084096474,75.0,0.0,2.256985482933334,5.0,1.0,10.0
78,4.77684,4.803194085073958,123.0,-154.0,2.811627889066667,5.0,-1.0,10.0,5.29664,4.223084608043121,154.0,0.0,2.572251140266667,5.0,1.0,10.0
79,4.65608,4.822138604437331,157.0,-134.0,2.7387590741333336,5.0,-1.0,10.0,5.140333333333333,4.302213765320218,157.0,0.0,2.500777857777778,5.0,1.0,10.0
80,4.71956,4.249273716206975,150.0,-114.0,2.5759838864,5.0,0.0,10.0,5.07256,3.8209535080881847,150.0,0.0,2.3686744799999997,5.0,1.0,10.0
81,4.830546666666667,5.0675349136001255,136.0,-120.0,2.8690838890666663,5.0,-1.0,10.0,5.382013333333333,4.477497753551988,136.0,0.0,2.6260230451555553,5.0,1.0,11.0
82,4.769446666666667,4.633399934150791,98.0,-79.0,2.828108848266666,5.0,-1.0,10.0,5.271206666666667,4.053438435005093,98.0,0.0,2.5770189445333336,5.0,1.0,10.0
83,4.649593333333334,3.456928526450583,49.0,-39.0,2.522459703288889,5.0,0.0,10.0,4.932446666666666,3.0397409123127006,49.0,0.0,2.2961047810666666,5.0,1.0,10.0
84,4.566273333333333,5.922329637781443,152.0,-143.0,2.9621350419555554,5.0,-1.0,10.0,5.259913333333333,5.315835473363282,152.0,0.0,2.710829541511111,5.0,1.0,10.0
85,4.527486666666666,4.705829588432804,185.0,-120.0,2.809657541244444,5.0,-1.0,10.0,5.065473333333333,4.121154345007775,185.0,0.0,2.5192887833777777,5.0,1.0,10.0
86,4.65828,6.007856084924548,273.0,-237.0,2.9435575221333328,5.0,-1.0,10.0,5.257866666666667,5.49078371214839,273.0,0.0,2.674659768888889,5.0,1.0,10.0
87,4.39316,4.491991362522417,119.0,-128.0,2.780091668266667,4.0,-1.0,10.0,4.902266666666667,3.930087933642621,128.0,0.0,2.478220398222222,4.0,1.0,10.0
88,4.498413333333334,4.9323057150538965,208.0,-126.0,2.834018119822222,4.0,-1.0,10.0,5.042066666666667,4.37503043816053,208.0,0.0,2.5434843306666663,5.0,1.0,10.0
89,4.61008,4.272139674852561,110.0,-95.0,2.7762274325333327,5.0,-1.0,10.0,5.077626666666666,3.704280260082543,110.0,0.0,2.4853057400888883,5.0,1.0,10.0
90,4.515593333333333,3.9900655364845985,53.0,-49.0,2.7775996247111108,5.0,-1.0,10.0,4.9751,3.39993486021625,53.0,0.0,2.451232724,5.0,1.0,10.0
91,4.518706666666667,3.6295919725052848,53.0,-54.0,2.580033632177778,5.0,-1.0,10.0,4.86176,3.1552996807235023,54.0,0.0,2.3259094058666663,5.0,1.0,10.0
92,4.726553333333333,4.16504212515651,93.0,-70.0,2.7371170149333337,5.0,-1.0,10.0,5.15382,3.622981311142874,93.0,0.0,2.476175298933333,5.0,1.0,10.0
93,4.70878,4.016532309735016,93.0,-96.0,2.664679669333334,5.0,-1.0,10.0,5.078273333333334,3.537832207298758,96.0,0.0,2.4222630910222223,5.0,1.0,10.0
94,4.573633333333333,5.787402534160684,199.0,-224.0,2.9655535066666663,5.0,-1.0,10.0,5.214286666666666,5.217597408128283,224.0,0.0,2.6806678232888888,5.0,1.0,10.0
95,4.667866666666667,4.51369877211579,74.0,-62.0,2.937248862222222,5.0,-1.0,10.0,5.24172,3.8323347131388488,74.0,0.0,2.6112042581333332,5.0,1.0,11.0
96,4.422046666666667,4.432962999194621,120.0,-85.0,2.7818858784000002,4.0,-1.0,10.0,4.934926666666667,3.8538454140575045,120.0,0.0,2.4790103516444444,5.0,1.0,10.0
97,4.511126666666667,5.623653056550243,144.0,-124.0,3.146778145066666,5.0,-1.0,10.0,5.28926,4.898919811057206,144.0,0.0,2.8044475783999996,5.0,1.0,11.0
98,4.504966666666666,4.932330502387634,142.0,-129.0,2.908294061777778,4.0,-1.0,10.0,5.101406666666667,4.312565440209968,142.0,0.0,2.599140227288889,5.0,1.0,10.0
99,4.7568,3.5983394429901017,55.0,-46.0,2.5957143040000004,5.0,0.0,10.0,5.06,3.157779780767012,55.0,0.0,2.3639146666666666,5.0,1.0,10.0
100,4.649346666666666,4.661988181099801,111.0,-101.0,2.887376425955555,5.0,-1.0,10.0,5.198026666666666,4.04116826914719,111.0,0.0,2.6000444977777772,5.0,1.0,10.0
101,4.69552,6.744297974336131,215.0,-200.0,3.233297297066666,5.0,-1.0,11.0,5.523386666666666,6.084867013161915,215.0,0.0,2.9455251079111116,5.0,1.0,11.0
102,4.645726666666667,4.879860909107844,92.0,-88.0,3.0894008768888885,5.0,-1.0,11.0,5.309446666666667,4.147957424744642,92.0,0.0,2.7296899097777776,5.0,1.0,11.0
103,4.687586666666666,5.94964597527201,148.0,-185.0,3.1011759601777786,5.0,-1.0,10.0,5.412306666666667,5.298928546122678,185.0,0.0,2.8173501742222222,5.0,1.0,11.0
104,4.78776,4.75199165879229,188.0,-101.0,2.8381678602666667,5.0,-1.0,10.0,5.274053333333334,4.205757881739979,188.0,0.0,2.5841573020444444,5.0,1.0,10.0
105,4.8556333333333335,4.188898253480591,95.0,-77.0,2.717682204444444,5.0,0.0,10.0,5.27546,3.6460303178453124,95.0,0.0,2.495033314666667,5.0,1.0,10.0
106,4.61018,4.81726911657199,131.0,-117.0,2.8953685954666666,5.0,-1.0,10.0,5.169273333333333,4.2117001469806,131.0,0.0,2.594777138577778,5.0,1.0,10.0
107,4.693046666666667,4.320330707195731,85.0,-74.0,2.766865507466667,5.0,-1.0,10.0,5.153806666666667,3.7587485990103704,85.0,0.0,2.503056524711111,5.0,1.0,10.0
108,4.7121466666666665,3.975888057159202,75.0,-49.0,2.812260109511111,5.0,-1.0,10.0,5.14556,3.396350372734292,75.0,0.0,2.5042732117333335,5.0,1.0,11.0
109,4.7607333333333335,4.546788898129182,111.0,-75.0,2.829653198222222,5.0,-1.0,10.0,5.263706666666667,3.9536349943842835,111.0,0.0,2.571414535111111,5.0,1.0,11.0
110,4.806353333333333,4.611926145069325,105.0,-108.0,2.987839397955555,5.0,-1.0,11.0,5.373846666666667,3.9360676595657873,108.0,0.0,2.6691516016000003,5.0,1.0,11.0
111,4.276273333333333,4.474101752962881,99.0,-99.0,2.8586169846222225,4.0,-1.0,10.0,4.8545533333333335,3.838929127981902,99.0,0.0,2.5255377968888886,4.0,1.0,10.0
112,4.30676,4.017212037680324,78.0,-53.0,2.7206658821333334,4.0,-1.0,10.0,4.7626,3.4646483128767263,78.0,0.0,2.4366672479999996,4.0,1.0,10.0
113,4.275173333333333,5.289429662739005,76.0,-134.0,3.1957281792,4.0,-2.0,10.0,5.130466666666667,4.464687148998365,134.0,0.0,2.7879431884444448,4.0,1.0,11.0
114,4.32504,5.49765924372495,249.0,-159.0,3.044544830933333,4.0,-2.0,10.0,5.0356266666666665,4.855167133231169,249.0,0.0,2.6664410495999995,4.0,1.0,11.0
115,4.1326133333333335,5.1818934168845505,140.0,-151.0,3.1119840928000007,4.0,-2.0,10.0,4.93432,4.425262706770468,151.0,0.0,2.6945263242666666,4.0,1.0,11.0
116,4.31842,5.009783364224682,158.0,-112.0,3.0490919175999998,4.0,-2.0,10.0,5.0148866666666665,4.31248756954527,158.0,0.0,2.6449956210666667,4.0,1.0,11.0
117,4.327606666666667,4.358511272911008,98.0,-61.0,2.9247250962666667,4.0,-1.0,10.0,4.9132066666666665,3.6858057669547057,98.0,0.0,2.5576082149333335,4.0,1.0,10.0
118,4.356093333333333,3.8856477185934106,54.0,-43.0,2.767249068977778,4.0,-1.0,10.0,4.810626666666667,3.3063046771725397,54.0,0.0,2.4456339141333334,4.0,1.0,10.0
119,4.344013333333334,5.1837470972307935,146.0,-121.0,3.006944568888889,4.0,-1.0,10.0,5.00668,4.546955011462709,146.0,0.0,2.6453282495999995,4.0,1.0,10.0
120,4.419273333333333,4.511204445052251,113.0,-92.0,2.8971252982222224,4.0,-1.0,10.0,4.983953333333333,3.878287780958195,113.0,0.0,2.5525885192,5.0,1.0,10.0
121,4.419106666666667,4.753940849615846,176.0,-98.0,3.0222025536,4.0,-2.0,10.0,5.067546666666667,4.055661117960455,176.0,0.0,2.6275993048888893,5.0,1.0,11.0
122,4.32388,6.395829979229239,159.0,-197.0,3.2727364522666664,4.0,-2.0,10.0,5.2398533333333335,5.669784653894922,197.0,0.0,2.8997959527111106,5.0,1.0,11.0
123,4.4908,6.225630925178276,230.0,-276.0,3.342483930666666,4.0,-2.0,11.0,5.382746666666667,5.472818713190977,276.0,0.0,2.941562600533333,5.0,1.0,11.0
124,4.664573333333333,5.9423343639970465,148.0,-142.0,3.338985912888888,5.0,-2.0,11.0,5.5183333333333335,5.159217124625707,148.0,0.0,2.9665332222222225,5.0,1.0,12.0
125,4.5996,5.865719837990456,188.0,-202.0,3.2438841813333332,5.0,-2.0,11.0,5.396426666666667,5.142131416840583,202.0,0.0,2.866624039822223,5.0,1.0,11.0
126,4.52432,5.4663584232493765,154.0,-108.0,3.160901444266667,5.0,-2.0,11.0,5.29564,4.722996121991751,154.0,0.0,2.798044984533332,5.0,1.0,11.0
127,4.565926666666667,5.704616022039984,143.0,-91.0,3.4415957552000003,5.0,-2.0,11.0,5.479566666666667,4.833696126465803,143.0,0.0,3.0048241337777783,5.0,1.0,12.0
128,4.4199866666666665,4.857164654419842,93.0,-89.0,3.1263218403555557,4.0,-2.0,11.0,5.12576,4.105468319392337,93.0,0.0,2.7100892117333335,5.0,1.0,11.0
129,4.387573333333333,5.139559288345653,165.0,-94.0,3.1176064483555552,4.0,-2.0,10.0,5.125466666666667,4.4040224891549755,165.0,0.0,2.740672876444445,5.0,1.0,11.0
130,4.439073333333333,5.478286351779897,105.0,-81.0,3.204532034577778,4.0,-2.0,11.0,5.250886666666666,4.705861258192464,105.0,0.0,2.833916981866666,5.0,1.0,11.0
131,4.212393333333333,5.23195931061622,131.0,-102.0,3.180417442044444,4.0,-2.0,10.0,5.02326,4.459200025658465,131.0,0.0,2.744237550666667,4.0,1.0,11.0
132,4.3519733333333335,4.845249695896624,74.0,-71.0,3.147516214755555,4.0,-2.0,11.0,5.0926,4.059740769634696,74.0,0.0,2.7257301546666675,5.0,1.0,11.0
133,4.648873333333333,5.15058057444245,78.0,-88.0,3.245849140177778,5.0,-2.0,11.0,5.417033333333333,4.3354586654971685,88.0,0.0,2.847636471111111,5.0,1.0,12.0
134,4.31702,4.470889349850936,174.0,-213.0,2.7341652184,4.0,-1.0,10.0,4.78398,3.967243411539291,213.0,0.0,2.4385866856000002,4.0,1.0,10.0
135,4.482153333333334,4.86992398341284,121.0,-89.0,3.0586736377777775,4.0,-2.0,10.0,5.14674,4.1613558870019105,121.0,0.0,2.6809927272,5.0,1.0,11.0
136,4.4673,4.473645508236084,73.0,-57.0,3.015801761333334,4.0,-2.0,10.0,5.07226,3.7739122196764123,73.0,0.0,2.626678377066667,5.0,1.0,11.0
137,4.2746933333333335,4.116634938536207,89.0,-51.0,2.864830564977778,4.0,-1.0,10.0,4.819266666666667,3.463281982604962,89.0,0.0,2.500550584,4.0,1.0,10.0
138,4.42244,5.437102922849137,86.0,-83.0,3.4274257381333335,4.0,-2.0,11.0,5.355266666666667,4.521185891964779,86.0,0.0,2.9501915804444447,5.0,1.0,12.0
139,4.51608,4.832021359962739,98.0,-99.0,3.0626862261333336,5.0,-2.0,11.0,5.16344,4.133068422060122,99.0,0.0,2.684541124266667,5.0,1.0,11.0
140,4.35376,5.395261617510882,106.0,-113.0,3.1787845333333333,4.0,-2.0,10.0,5.133133333333333,4.659932075542362,113.0,0.0,2.7748589466666664,5.0,1.0,11.0
141,4.3522,4.959101979654815,83.0,-68.0,3.167212368,4.0,-2.0,11.0,5.1286933333333335,4.150999024079409,83.0,0.0,2.7425799523555563,5.0,1.0,11.0
142,4.58442,5.535037263456322,116.0,-119.0,3.277358797333333,5.0,-2.0,11.0,5.400473333333333,4.742191233857355,119.0,0.0,2.892069242488889,5.0,1.0,12.0
143,4.691013333333333,5.060703967300714,105.0,-99.0,3.2178530143999997,5.0,-2.0,11.0,5.41556,4.276446165491316,105.0,0.0,2.8274390997333327,5.0,1.0,12.0
144,4.575873333333333,5.992730261691702,159.0,-148.0,3.317156638044445,5.0,-2.0,11.0,5.443713333333333,5.217025965709621,159.0,0.0,2.949131245511111,5.0,1.0,11.0
145,4.518293333333333,4.477598948830857,85.0,-75.0,3.0109265009777775,5.0,-1.0,10.0,5.113893333333333,3.783110323721347,85.0,0.0,2.626423631288889,5.0,1.0,11.0
146,4.449926666666666,6.800426528286932,192.0,-206.0,3.530429821866667,4.0,-2.0,11.0,5.486926666666666,5.995099278804701,206.0,0.0,3.105402241511111,5.0,1.0,12.0
147,4.526293333333333,6.404298199453636,157.0,-111.0,3.5546786602666662,5.0,-2.0,11.0,5.562306666666666,5.528385083629736,157.0,0.0,3.136061077155556,5.0,1.0,12.0
148,4.464153333333333,5.827518175256323,151.0,-145.0,3.3901798192,4.0,-2.0,11.0,5.394406666666667,4.978850132404719,151.0,0.0,2.9680015459555564,5.0,1.0,12.0
149,4.291153333333333,5.001232163375,138.0,-138.0,3.0857350087111115,4.0,-2.0,10.0,5.01054,4.280276203723602,138.0,0.0,2.6772824559999995,4.0,1.0,11.0
150,4.450053333333333,4.970533509779881,85.0,-91.0,3.2071768362666666,4.0,-2.0,11.0,5.1954666666666665,4.185242672047869,91.0,0.0,2.7852659022222226,5.0,1.0,11.0
