,ave,std,max,min
129,4.387573333333333,5.139559288345653,165.0,-94.0
130,4.439073333333333,5.478286351779897,105.0,-81.0
131,4.212393333333333,5.23195931061622,131.0,-102.0
132,4.3519733333333335,4.845249695896624,74.0,-71.0
133,4.648873333333333,5.15058057444245,78.0,-88.0
134,4.31702,4.470889349850936,174.0,-213.0
135,4.482153333333334,4.86992398341284,121.0,-89.0
136,4.4673,4.473645508236084,73.0,-57.0
137,4.2746933333333335,4.116634938536207,89.0,-51.0
138,4.42244,5.437102922849137,86.0,-83.0
139,4.51608,4.832021359962739,98.0,-99.0
140,4.35376,5.395261617510882,106.0,-113.0
141,4.3522,4.959101979654815,83.0,-68.0
142,4.58442,5.535037263456322,116.0,-119.0
143,4.691013333333333,5.060703967300714,105.0,-99.0
144,4.575873333333333,5.992730261691702,159.0,-148.0
145,4.518293333333333,4.477598948830857,85.0,-75.0
146,4.449926666666666,6.800426528286932,192.0,-206.0
147,4.526293333333333,6.404298199453636,157.0,-111.0
148,4.464153333333333,5.827518175256323,151.0,-145.0
149,4.291153333333333,5.001232163375,138.0,-138.0
150,4.450053333333333,4.970533509779881,85.0,-91.0
151,4.277506666666667,4.148210630416258,45.0,-50.0
152,4.381186666666666,5.365972606735489,127.0,-124.0
153,4.0782533333333335,4.427535857522483,80.0,-81.0
154,4.18078,4.884043845438112,83.0,-69.0
155,4.2455066666666665,5.2583296597076306,127.0,-127.0
156,4.113453333333333,4.619876329102782,68.0,-55.0
157,4.109413333333333,4.421032951626948,67.0,-71.0
158,3.8853866666666668,5.903784335629035,160.0,-114.0
159,3.79802,6.209034366173086,210.0,-166.0
160,4.11696,4.72774816402249,84.0,-77.0
161,3.957953333333333,5.40479109891718,113.0,-104.0
162,4.088526666666667,5.565054311937922,100.0,-120.0
163,4.10198,3.887779251935919,76.0,-44.0
164,4.1696333333333335,5.6174076079638775,105.0,-78.0
165,4.267566666666666,6.161283509815046,148.0,-149.0
166,4.275093333333333,5.395075319542837,93.0,-76.0
167,4.269026666666667,4.717015969256402,101.0,-110.0
168,4.125993333333334,4.7977361816213575,88.0,-60.0
169,3.9369666666666667,5.717409500000692,142.0,-158.0
170,4.309213333333333,9.298390013771266,292.0,-282.0
171,4.215013333333333,6.936314824860379,158.0,-138.0
172,4.104533333333333,6.396991917476487,150.0,-135.0
173,4.1995466666666665,4.7064093315832825,111.0,-97.0
174,4.259813333333334,6.735020868702851,156.0,-175.0
175,4.389073333333333,5.6478114870380995,135.0,-137.0
176,4.400226666666667,6.348986849320841,134.0,-125.0
177,4.495813333333333,5.148080466546617,76.0,-57.0
178,4.179006666666667,5.518315530304289,133.0,-123.0
179,4.356333333333334,4.9017520748583605,114.0,-112.0
180,4.544233333333334,6.980371163682209,158.0,-140.0
181,4.417273333333333,6.138586768435031,110.0,-112.0
182,4.34828,5.104330978319449,79.0,-68.0
183,4.601406666666667,6.297024247323866,152.0,-164.0
184,4.6445533333333335,7.731677450122331,248.0,-214.0
185,4.414553333333333,6.994349982190389,146.0,-160.0
186,4.323053333333333,6.960289231154845,186.0,-191.0
187,4.391706666666667,7.922460749235959,176.0,-213.0
188,4.360033333333333,6.089566203844017,100.0,-93.0
189,4.38226,4.681270844657977,84.0,-79.0
190,4.463233333333333,6.5073648417929855,161.0,-117.0
191,4.424066666666667,5.758857689840481,152.0,-116.0
192,4.26214,6.340742121692409,183.0,-127.0
193,4.511753333333333,7.212123724951829,206.0,-184.0
194,4.286066666666667,5.750110690590393,127.0,-83.0
195,4.2194666666666665,6.393432063874555,166.0,-127.0
196,4.3801733333333335,5.7289283792077015,155.0,-134.0
197,4.4232933333333335,5.198049911788213,90.0,-75.0
198,4.403313333333333,18.33951618611703,618.0,-564.0
199,4.662093333333333,7.211966387032272,139.0,-124.0
200,4.7714,5.480443620281286,85.0,-82.0
201,4.660293333333334,8.508239260555479,166.0,-134.0
202,4.719733333333333,6.167968673272635,99.0,-97.0
203,4.790546666666667,6.975405389152986,108.0,-96.0
204,4.86872,6.769143055334603,115.0,-88.0
205,4.457146666666667,6.423072885900554,124.0,-120.0
206,4.520713333333333,6.581018641253895,155.0,-134.0
207,4.531926666666667,6.029304800007877,122.0,-119.0
208,4.698886666666667,6.9803005373068405,172.0,-139.0
209,4.811453333333334,5.264728698639404,115.0,-91.0
210,4.508193333333334,5.228291795879056,106.0,-95.0
211,4.64996,59.861412511927234,1787.0,-2210.0
212,4.842646666666667,8.373386054584829,117.0,-173.0
213,4.66446,6.32946601138937,94.0,-91.0
214,4.883393333333333,7.389141597509543,213.0,-219.0
215,4.77566,6.310943702632975,143.0,-108.0
216,4.600406666666666,6.662020793380131,131.0,-125.0
217,4.51786,4.799561916713228,87.0,-89.0
218,4.364513333333333,6.295384624914197,208.0,-195.0
219,4.636106666666667,5.513769217721709,202.0,-131.0
220,4.5551466666666665,7.886510011326722,198.0,-145.0
221,4.6553,6.389816437767264,172.0,-149.0
222,4.671273333333334,5.58869993848321,109.0,-104.0
223,4.548493333333333,4.055082163725489,100.0,-82.0
224,4.73956,4.83712245638779,85.0,-67.0
225,4.954126666666666,5.78381811502017,107.0,-88.0
226,4.605833333333333,5.493864504081211,131.0,-107.0
227,4.70232,4.787957753349854,89.0,-70.0
228,4.6722,4.78488102888425,91.0,-115.0
229,4.628973333333334,4.821031787381084,106.0,-97.0
230,4.7034,6.070985160505018,162.0,-143.0
231,4.895786666666667,5.267861481055298,99.0,-79.0
232,4.515126666666666,5.782511054912294,110.0,-100.0
233,4.704926666666666,5.857851183732721,120.0,-120.0
234,4.618206666666667,6.268456147588393,128.0,-94.0
235,4.708426666666667,7.081780331859122,289.0,-290.0
236,4.735026666666666,4.170441833090283,49.0,-50.0
237,4.808726666666667,5.690139749006578,125.0,-98.0
238,4.893246666666666,6.817771894535115,272.0,-256.0
239,5.01062,5.1099642491082236,93.0,-71.0
240,4.904566666666667,6.690990779244851,136.0,-125.0
241,4.534646666666666,5.076862361606673,106.0,-92.0
242,4.78586,5.789006893334303,120.0,-102.0
243,4.76856,5.593333302147852,108.0,-98.0
244,4.461346666666667,6.298409089037425,122.0,-109.0
245,4.616686666666666,7.803050907979008,243.0,-242.0
246,4.575966666666667,7.796205547424666,262.0,-215.0
247,4.712533333333333,11.019704736282126,297.0,-300.0
248,4.608386666666667,8.10114373740037,211.0,-167.0
249,4.5935733333333335,5.903735235020317,108.0,-121.0
250,4.716973333333334,6.038661469412834,128.0,-130.0
251,4.729606666666666,4.8679070200049965,106.0,-94.0
252,4.612653333333333,6.597669241589666,206.0,-145.0
253,4.82448,6.3771715662233746,147.0,-144.0
254,4.725133333333333,6.20168026058067,117.0,-107.0
255,4.67244,5.215602790009009,94.0,-71.0
256,4.42438,7.199579652677498,143.0,-152.0
257,4.57826,6.592257460444753,168.0,-166.0
258,4.635666666666666,5.262422050994628,120.0,-97.0
259,4.5506866666666665,9.217489025896107,218.0,-200.0
260,4.799573333333333,5.170328877350088,74.0,-56.0
261,4.549006666666667,5.433406098016945,118.0,-121.0
262,4.50392,6.143399404453663,115.0,-120.0
263,4.7882533333333335,5.148846481166709,97.0,-72.0
264,4.65566,6.229531979064816,178.0,-160.0
265,4.4655466666666666,6.973735765075443,108.0,-94.0
266,4.540966666666667,5.730242051610794,145.0,-123.0
267,4.629406666666666,6.534885253733031,113.0,-102.0
268,4.395133333333333,5.723401788366405,80.0,-99.0
269,4.4161,5.428687741465454,186.0,-195.0
270,4.3780133333333335,4.9755633813028615,82.0,-83.0
271,4.258206666666666,5.815647983016622,89.0,-96.0
272,4.37884,4.937462517458477,83.0,-73.0
273,4.448746666666667,7.045114429167991,165.0,-139.0
274,4.25616,7.057782050308,141.0,-119.0
275,4.559986666666667,8.527958319960076,229.0,-152.0
276,4.3066933333333335,6.14718183004092,80.0,-81.0
277,4.416266666666667,9.40094274955369,359.0,-252.0
278,4.570006666666667,5.022951383422522,84.0,-70.0
279,4.5474266666666665,7.56716762015094,187.0,-172.0
280,4.412293333333333,6.999872917567478,188.0,-241.0
281,4.483266666666666,7.89875196454728,180.0,-158.0
282,4.80272,7.11241294107602,126.0,-129.0
283,4.761706666666667,5.04378950321144,74.0,-60.0
284,4.654153333333333,5.074319173503908,80.0,-57.0
285,4.79254,8.279715617479747,275.0,-269.0
286,4.5521,5.258490588387044,116.0,-98.0
287,4.8012733333333335,7.079574976496438,154.0,-134.0
288,4.967573333333333,6.753697204306819,185.0,-153.0
289,4.8623666666666665,5.519547098107175,133.0,-95.0
290,4.741126666666666,4.76417001299579,91.0,-69.0
291,4.729486666666666,5.643149372237794,113.0,-92.0
292,4.447866666666667,6.8494502126333945,137.0,-124.0
293,4.479113333333333,7.807988868999712,266.0,-244.0
294,4.4673066666666665,6.058309101282578,111.0,-75.0
295,4.4825333333333335,11.652033301020436,418.0,-562.0
296,4.615266666666667,6.8862018844980755,115.0,-119.0
297,4.692706666666667,8.660880875888965,260.0,-355.0
298,4.7017066666666665,6.077450177222895,169.0,-135.0
299,4.533013333333333,8.02077255246886,217.0,-176.0
300,4.4305,7.4079607362090645,155.0,-138.0
301,4.565173333333333,7.072821638874294,137.0,-104.0
302,4.5824533333333335,7.303530451651626,179.0,-106.0
303,4.5079666666666665,8.428242013253918,205.0,-230.0
304,4.59236,5.830780646741881,79.0,-82.0
305,4.49552,9.146996832108721,196.0,-256.0
306,4.58444,5.499493750877751,88.0,-71.0
307,4.4069666666666665,6.684067821616802,172.0,-95.0
308,4.33988,7.676233956139234,181.0,-178.0
309,4.51896,6.225216907110166,160.0,-151.0
310,4.66234,9.075705749268153,164.0,-155.0
311,4.4761,7.453869634255988,163.0,-160.0
312,4.5897266666666665,6.757578478350671,154.0,-144.0
313,4.62146,7.475769305958514,223.0,-167.0
314,4.612646666666667,10.072020669449833,211.0,-228.0
315,4.360086666666667,9.218593754416178,273.0,-258.0
316,4.323653333333334,6.641068880719534,93.0,-72.0
317,4.301886666666666,27.859778993303692,834.0,-971.0
318,4.429,9.848489847941929,180.0,-207.0
319,4.319513333333333,7.95760894071973,164.0,-126.0
320,4.46332,6.389888375297046,142.0,-130.0
321,4.31232,10.170413911589874,262.0,-221.0
322,4.377913333333334,5.6865528889108745,153.0,-129.0
323,4.351233333333333,6.515132497391384,189.0,-139.0
324,4.237213333333333,10.912317979805216,412.0,-392.0
325,4.30792,142.97688340381526,3914.0,-3301.0
326,4.41408,10.38083761065856,173.0,-217.0
327,4.426186666666666,6.274233076519676,104.0,-91.0
328,4.231186666666667,4.86941106633199,96.0,-85.0
329,4.35526,3.832336308016802,76.0,-58.0
330,4.384413333333334,5.304865753861574,99.0,-96.0
331,4.54236,3.2767133751271187,65.0,-75.0
332,4.664833333333333,3.119880584774783,48.0,-33.0
333,4.785746666666666,3.715960292875613,82.0,-71.0
334,4.51718,3.3515717309674953,75.0,-62.0
335,4.560526666666667,3.5327241221971626,92.0,-72.0
336,4.628593333333333,4.38692360566571,87.0,-93.0
337,4.38074,3.244839068264741,61.0,-68.0
338,4.547173333333333,3.824713348671185,87.0,-62.0
339,4.454293333333333,3.719068401775827,64.0,-50.0
340,4.443566666666666,3.7910233127667006,74.0,-67.0
341,4.583186666666666,3.5570405763883692,73.0,-50.0
342,4.439613333333333,3.0789678980860353,44.0,-41.0
343,4.577826666666667,3.2896486877089894,64.0,-51.0
344,4.419733333333333,4.659241209941082,156.0,-160.0
345,4.50248,3.78750702762779,136.0,-113.0
346,4.418033333333334,3.430995959937979,52.0,-39.0
347,4.457513333333333,3.6212910646363943,118.0,-98.0
348,4.50786,4.437522149926188,103.0,-95.0
349,4.470806666666666,3.4650215668090647,104.0,-101.0
350,4.41048,3.4382337974524515,73.0,-64.0
351,4.21024,3.1951192780522826,41.0,-37.0
352,4.37242,3.5224677990668183,112.0,-95.0
353,4.369973333333333,3.6218936833348994,71.0,-54.0
354,4.378433333333334,3.22832015542073,50.0,-35.0
355,4.59368,4.0105940486870715,189.0,-103.0
356,4.330086666666666,3.328962301642299,67.0,-79.0
357,4.4855133333333335,3.7482445400573545,85.0,-78.0
358,4.3794,3.207431613838459,59.0,-36.0
359,4.58266,4.186034417396448,112.0,-88.0
360,4.64852,3.142893729480307,67.0,-41.0
361,4.674946666666667,3.646350088734673,80.0,-50.0
362,4.49798,3.05229389633221,34.0,-31.0
363,4.575773333333333,3.5970633384822817,60.0,-51.0
364,4.699693333333333,3.108403714735252,52.0,-45.0
365,4.63062,4.008383572363356,116.0,-82.0
366,4.5383,3.6837241448689535,63.0,-107.0
367,4.544153333333333,3.8501310765415413,97.0,-57.0
368,4.58718,5.2181230188308385,218.0,-183.0
369,4.57684,4.108588746079351,76.0,-75.0
370,4.4111666666666665,4.59949377734575,182.0,-153.0
371,4.605593333333333,3.4513025740849317,50.0,-40.0
372,4.230286666666666,4.269843431349883,91.0,-100.0
373,4.509046666666666,3.50395015312719,57.0,-61.0
374,4.493133333333334,3.7655784034807067,105.0,-78.0
375,4.516993333333334,3.730015725624265,84.0,-57.0
376,4.566493333333334,4.084603187154194,95.0,-56.0
377,4.531126666666666,3.601810325036519,75.0,-49.0
378,4.43762,3.522984266932553,79.0,-77.0
379,4.730106666666667,3.3112722658794382,41.0,-27.0
380,4.71654,4.699309628566722,107.0,-117.0
381,4.862453333333334,4.083154670370607,78.0,-70.0
382,4.6750066666666665,5.302164346088671,106.0,-102.0
383,4.5049,4.522449816233337,100.0,-83.0
384,4.5669,4.500353254045295,134.0,-148.0
385,4.654293333333333,4.206335482223232,93.0,-65.0
386,4.522186666666666,4.155943081609139,100.0,-66.0
387,4.519033333333334,4.307791558638407,136.0,-91.0
388,4.5035533333333335,4.442590717652346,108.0,-93.0
389,4.575026666666667,4.148532961758143,120.0,-110.0
390,4.522586666666666,4.141690983143264,106.0,-79.0
391,4.455813333333333,4.0172239742238185,71.0,-77.0
392,4.48934,4.044280991613334,94.0,-85.0
393,4.6154866666666665,4.425681876753313,141.0,-89.0
394,4.544733333333333,4.959613181889791,138.0,-108.0
395,4.6892,4.544974631974973,103.0,-93.0
396,4.7882533333333335,4.055530339096368,106.0,-68.0
397,4.8209,3.7623358291278666,52.0,-43.0
398,4.774473333333333,4.169234175006996,104.0,-99.0
399,4.964673333333334,3.8225422743010284,73.0,-74.0
400,4.917986666666667,4.292295031619621,138.0,-111.0
401,4.775393333333334,4.717117783840411,193.0,-137.0
402,4.704213333333334,5.777193039953316,151.0,-141.0
403,4.7209,4.802375482550468,105.0,-110.0
404,4.76188,4.228727714083027,90.0,-73.0
405,4.9242,4.525178914506555,132.0,-125.0
406,4.938373333333334,4.5150996365662195,138.0,-88.0
407,4.896446666666667,3.858011050893627,88.0,-83.0
408,4.78966,4.836837780795574,98.0,-102.0
409,4.853513333333333,6.7281981327957565,180.0,-168.0
410,4.843093333333333,6.198168257360707,138.0,-166.0
411,4.6639333333333335,4.087748841782338,99.0,-95.0
412,4.643713333333333,5.353833913007825,114.0,-107.0
413,4.656393333333333,4.772842583352649,174.0,-156.0
414,4.760673333333333,4.020085880578358,63.0,-46.0
415,4.701246666666667,4.686782075013055,94.0,-102.0
416,4.7105,4.207077498692793,58.0,-44.0
417,4.59658,4.316932152538582,96.0,-80.0
418,4.675986666666667,5.134624081233723,131.0,-101.0
419,4.673606666666666,4.211298171843314,103.0,-82.0
420,4.618533333333334,4.39765529701563,83.0,-106.0
421,5.04292,3.6579967759967693,47.0,-42.0
422,4.86756,5.537378206045045,115.0,-127.0
423,4.8174133333333335,4.119367496401929,97.0,-68.0
424,4.7312,5.0966799390363935,105.0,-89.0
425,4.910653333333333,3.8434406009971385,60.0,-39.0
426,4.885933333333333,5.0407696030741995,142.0,-142.0
427,4.631466666666666,4.026919164333358,62.0,-54.0
428,4.648993333333333,5.070546228584839,96.0,-92.0
429,4.610386666666667,5.033720662304733,113.0,-103.0
430,4.94468,4.631275132796838,79.0,-59.0
431,4.753106666666667,5.5727010849262415,121.0,-118.0
432,4.8407,4.430750243504833,106.0,-89.0
433,4.6816,3.9986291026089607,88.0,-80.0
434,4.457646666666666,4.947970231440191,136.0,-111.0
435,4.634053333333333,4.899798950707461,102.0,-93.0
436,4.570913333333333,5.886547571265431,205.0,-170.0
437,4.576086666666667,4.1056274218442015,66.0,-57.0
438,4.752886666666667,5.276598078661804,124.0,-115.0
439,4.71378,3.967594114441863,67.0,-55.0
440,4.755653333333333,6.575525045450975,162.0,-166.0
441,4.69662,4.454354369687299,102.0,-84.0
442,4.74378,5.810478728643654,101.0,-107.0
443,4.61062,5.3456256621987785,116.0,-122.0
444,4.534066666666667,4.7624381711826755,106.0,-87.0
445,4.70772,5.282376841123127,145.0,-118.0
446,4.700846666666667,5.487468879054065,118.0,-108.0
447,4.851566666666667,5.659478280741517,138.0,-104.0
448,4.891306666666667,5.069049588208202,112.0,-101.0
449,4.665593333333334,5.258195175666164,93.0,-79.0
450,4.49106,5.263609482123321,109.0,-112.0
451,4.673006666666667,5.364628028874088,122.0,-125.0
452,4.588173333333334,5.723434037469996,111.0,-117.0
453,4.661713333333333,5.495324993889576,121.0,-113.0
454,4.63282,4.0513588178521625,69.0,-64.0
455,4.696866666666667,5.858952610981494,129.0,-127.0
456,4.6124133333333335,6.138749150879991,144.0,-118.0
457,4.532406666666667,5.2935158401597215,132.0,-96.0
458,4.6043666666666665,5.020663533103731,72.0,-53.0
459,4.72496,3.8801271501044923,53.0,-39.0
460,4.67694,5.334115539461432,83.0,-103.0
461,4.78414,6.068709087491336,124.0,-116.0
462,4.795893333333333,6.057539524745685,152.0,-110.0
463,4.7716,5.816387679860895,108.0,-101.0
464,4.901906666666667,4.386310442283377,74.0,-64.0
465,5.023993333333333,6.2195826929691505,155.0,-136.0
466,5.085906666666666,7.066945095964414,167.0,-197.0
467,5.04588,8.596354324614467,346.0,-268.0
468,4.928286666666667,5.628543482509525,108.0,-96.0
469,4.9495,6.307319686830337,139.0,-116.0
470,4.913846666666666,6.695011308753087,205.0,-147.0
471,4.878433333333334,6.281327718941405,152.0,-116.0
472,4.703686666666667,6.417088613122311,125.0,-134.0
473,4.579633333333334,4.934969863981536,122.0,-78.0
474,4.54632,5.206153585053717,93.0,-73.0
475,4.554173333333333,6.058387294514355,174.0,-158.0
476,4.7195,4.714952946588324,72.0,-83.0
477,4.892393333333334,4.571652524562017,78.0,-72.0
478,4.630133333333333,4.035132446919347,57.0,-59.0
479,4.59142,5.898083951552571,187.0,-171.0
480,4.61146,6.327496891861171,142.0,-107.0
481,4.593506666666666,6.378373439020883,136.0,-141.0
482,4.670246666666666,5.013937607937612,108.0,-109.0
483,4.743766666666667,5.1865952689626225,91.0,-70.0
484,4.59252,7.297380013491172,124.0,-136.0
485,4.607233333333333,5.717327953786492,137.0,-105.0
486,4.44386,5.975556293396744,125.0,-128.0
487,4.526033333333333,5.855794070922426,115.0,-112.0
488,4.483233333333334,6.883545217898551,186.0,-150.0
489,4.42882,7.137477124175693,132.0,-143.0
490,4.59762,6.244412725538615,130.0,-112.0
491,4.47188,6.08316934653272,162.0,-108.0
492,4.674213333333333,4.936315646569815,85.0,-84.0
493,4.932546666666667,7.27375392062422,175.0,-152.0
494,4.893586666666667,5.4903172792090125,117.0,-128.0
495,4.81858,8.129469070735748,313.0,-185.0
496,4.828493333333333,5.746423143064604,82.0,-79.0
497,4.72936,7.595074186037461,191.0,-247.0
498,4.738193333333333,7.218098406707934,193.0,-130.0
499,5.056393333333333,5.700427155727362,127.0,-106.0
500,4.944773333333333,7.190081223259966,154.0,-171.0
501,4.79184,26.97601380454876,981.0,-938.0
502,5.136213333333333,8.252394800376948,175.0,-188.0
503,5.057926666666667,5.360936743291604,96.0,-83.0
504,4.899166666666667,7.380813131462691,215.0,-257.0
505,4.91986,8.177218966523206,169.0,-152.0
506,4.81642,7.812115712870581,188.0,-232.0
507,4.7837266666666665,6.292691249778851,101.0,-92.0
508,4.85398,7.018742521129446,169.0,-135.0
509,4.916753333333333,5.567352748712779,131.0,-123.0
510,4.830793333333333,5.873401548472052,172.0,-166.0
511,4.64604,7.814207534825864,200.0,-208.0
512,4.92714,7.273522584090318,158.0,-163.0
513,4.9838,6.048100094803743,101.0,-91.0
514,4.8218733333333335,7.880908468068731,321.0,-209.0
515,4.715793333333333,7.634918588334864,191.0,-193.0
516,4.91084,5.843600329605493,116.0,-124.0
517,4.85188,8.364446598074851,281.0,-329.0
518,4.908753333333333,5.841016021402153,143.0,-116.0
519,4.94424,6.035518232839298,92.0,-84.0
520,5.083386666666667,7.972882609792789,206.0,-149.0
521,5.031146666666666,5.187282776609181,86.0,-72.0
522,5.16956,6.856102107901697,207.0,-151.0
523,5.01466,7.0101069436727625,186.0,-163.0
524,5.1522266666666665,5.922600292375839,134.0,-89.0
525,4.931206666666666,6.857620650806091,129.0,-126.0
526,5.0063466666666665,6.0117430079400025,106.0,-155.0
527,4.87064,6.4019459976232,180.0,-131.0
528,4.70092,5.167317404746336,93.0,-82.0
529,4.8663533333333335,7.295287523003407,151.0,-111.0
