,ave,std,max,min,mad,kurt,skew,median,q01,q05,q95,q99,abs_mean,abs_std,abs_max,abs_min,abs_mad,abs_kurt,abs_skew,abs_median,abs_q01,abs_q05,abs_q95,abs_q99
10,4.582873333333334,6.157271968218513,245.0,-115.0,3.5134824597333334,117.46021487181571,1.5729691603355913,5.0,-11.0,-2.0,11.0,20.0,5.5501933333333335,5.301887842651288,245.0,0.0,3.0584009471999996,188.22564188113927,8.41524896100242,5.0,0.0,1.0,12.0,23.0
11,4.329933333333333,15.25400019314174,410.0,-478.0,5.489323400888889,196.8150733359183,-0.6940933634153721,4.0,-25.00999999999999,-6.0,14.0,35.0,7.110306666666666,14.173079115483914,478.0,0.0,5.067792679644444,237.52113976065635,12.762797342865419,5.0,0.0,1.0,17.0,53.0
12,4.46404,8.660501538997575,224.0,-169.0,4.384206995733333,67.31234117908514,-0.15741439876302332,4.0,-19.0,-4.0,13.0,28.0,6.183853333333333,7.529394125492095,224.0,0.0,3.8366926211555556,93.72469507653844,7.364006124601523,5.0,0.0,1.0,15.0,36.0
13,4.680813333333333,6.033346435736719,139.0,-129.0,3.6665687985777784,42.45156046281544,0.18185498377727008,5.0,-12.0,-3.0,12.0,21.0,5.711546666666667,5.068475701575554,139.0,0.0,3.158992082133333,64.79070140170404,5.179681736341625,5.0,0.0,1.0,13.0,24.0
14,4.59672,5.402046506245854,98.0,-125.0,3.3245063008000004,41.25452517552056,-0.39781428416181985,5.0,-9.0,-2.0,11.0,19.0,5.40756,4.590226789707295,125.0,0.0,2.9099228352,55.43729262997374,4.868394512540857,5.0,0.0,1.0,12.0,21.0
15,4.597953333333333,6.328509472593304,126.0,-117.0,3.7710158455999996,38.29604103315187,-0.29441056828212087,5.0,-13.0,-3.0,12.0,22.0,5.73162,5.323500831846845,126.0,0.0,3.2458164117333337,54.556977373602514,5.06021772704649,5.0,0.0,1.0,13.0,26.0
16,4.513486666666667,6.48017217317808,145.0,-162.0,3.6548384345777776,52.231826929638295,0.20321996566406555,5.0,-13.0,-3.0,11.0,22.0,5.623326666666666,5.5445753202620285,162.0,0.0,3.190936992533333,75.14565461958807,6.064968760256956,5.0,0.0,1.0,12.0,27.0
17,4.47524,5.998118604355198,101.0,-120.0,3.6170036448,34.18413738649813,-0.18236947727091582,4.0,-12.0,-3.0,12.0,21.0,5.538333333333333,5.033089783506815,120.0,0.0,3.1242958666666665,48.574869596765524,4.76226556625929,5.0,0.0,1.0,12.0,25.0
18,4.530326666666666,6.831583864439944,120.0,-117.0,3.947406458666667,30.99460063759315,0.039863238492225346,5.0,-16.0,-3.0,12.0,24.0,5.85802,5.7339260138509704,120.0,0.0,3.3884993514666664,44.09330350248591,4.887629933056957,5.0,0.0,1.0,14.0,29.0
19,4.491646666666667,7.298202882462982,140.0,-189.0,3.9645082733333337,45.625818319197506,-0.0453564006842271,4.0,-17.0,-3.0,12.0,26.0,5.87238,6.241290958369017,189.0,0.0,3.4599059949333335,64.1556764702826,5.838046367610675,5.0,0.0,1.0,14.0,32.0
20,4.419053333333333,7.6895072551692865,146.0,-123.0,4.272707152533333,44.18755311084515,0.10915893316772149,4.0,-17.0,-4.0,13.0,26.0,6.015266666666666,6.517132044257614,146.0,0.0,3.6411357066666667,65.07713238240879,5.979497683679457,5.0,0.0,1.0,15.0,31.0
21,4.6559333333333335,8.202354132786779,229.0,-251.0,4.207110924444446,90.67763973113705,-0.43243588281148665,5.0,-17.0,-3.0,13.0,26.0,6.16424,7.138512796432669,251.0,0.0,3.6752692127999995,129.18918272892586,8.080260077425988,5.0,0.0,1.0,14.0,34.0
22,4.5256,13.678314904085374,313.0,-595.0,4.878720576000001,258.32980952231947,-2.400090061967171,5.0,-21.0,-4.0,13.0,30.0,6.72532,12.741556415106142,595.0,0.0,4.485282022399999,309.06772938640165,14.177223129133282,5.0,0.0,1.0,15.0,45.0
23,4.489566666666667,5.666801440243516,108.0,-63.0,3.5897172502222223,18.661885085966226,0.19482962952415417,4.0,-12.0,-3.0,12.0,21.0,5.50718,4.683988476279624,108.0,0.0,3.0829500165333337,26.967495849576675,3.5018693987479796,5.0,0.0,1.0,13.0,24.0
24,4.39766,5.305996062477629,84.0,-86.0,3.466238381866666,18.38000549668688,0.025311896806184685,4.0,-10.0,-3.0,11.0,19.0,5.32558,4.373916460629767,86.0,0.0,2.9580144533333343,26.205640928455345,3.3123753778845395,5.0,0.0,1.0,12.0,21.0
25,4.519193333333333,6.623072100607785,115.0,-102.0,3.8393571496888894,34.06984553673836,0.11512620532914383,5.0,-14.0,-3.0,12.0,23.0,5.75674,5.581044008613577,115.0,0.0,3.3075979930666666,48.65239339765217,5.076127500887169,5.0,0.0,1.0,13.0,27.0
26,4.699046666666667,6.419386404839197,131.0,-106.0,3.662264712355556,43.38606198388177,0.007792298722737535,5.0,-13.0,-2.0,12.0,23.0,5.769793333333333,5.477131690075797,131.0,0.0,3.2118980384888887,60.042625387711965,5.51702520061776,5.0,0.0,1.0,13.0,27.0
27,4.392853333333333,5.813616050219182,118.0,-104.0,3.537184211911111,34.215394054133576,-0.06280584854279797,4.0,-12.0,-3.0,11.0,20.0,5.42056,4.869574317955686,118.0,0.0,3.0436776128000003,49.68066688311329,4.7588395030840065,5.0,0.0,1.0,12.0,23.0
28,4.616466666666667,6.748137947957248,194.0,-172.0,3.7291960453333335,102.33162967348697,0.15991633567054733,5.0,-12.0,-3.0,12.0,21.0,5.725013333333333,5.837231891487316,194.0,0.0,3.2286015388444445,151.24564623983355,8.508445075292046,5.0,0.0,1.0,13.0,24.0
29,4.463166666666667,137.50453456747914,3252.0,-4621.0,24.97314188444444,224.04489614670112,-0.8628154633417094,4.0,-186.0,-27.0,36.0,207.0,26.31226,135.03731845015372,4621.0,0.0,34.660333818666665,230.33653597786662,13.367545136915782,6.0,0.0,1.0,65.0,471.0100000000093
30,4.374333333333333,8.986164155515063,159.0,-142.0,5.182098573333333,29.084992993025708,0.04939467854474454,4.0,-22.0,-7.0,15.0,30.0,6.683413333333333,7.43086497886918,159.0,0.0,4.3278765767111125,45.314942757736944,5.0482835512904,5.0,0.0,1.0,18.0,37.0
31,4.343853333333334,7.1896093650286526,220.0,-247.0,3.7853402709333337,137.4327696988069,-0.39159051084529145,4.0,-12.0,-3.0,12.0,21.0,5.56084,6.295754342244059,247.0,0.0,3.2799851711999994,198.02888606280686,9.866408576210462,5.0,0.0,1.0,12.0,26.0
32,4.32278,3.802861573864389,60.0,-55.0,2.764019602133334,9.706741716732209,0.019749739853704734,4.0,-5.0,-1.0,10.0,14.0,4.765673333333333,3.230559382426163,60.0,0.0,2.4376317199111113,11.440499956749928,1.7675625818456786,4.0,0.0,1.0,10.0,14.0
33,4.42402,3.1687453846249753,54.0,-38.0,2.427181872266667,4.584045095359054,0.06111917499887777,4.0,-3.0,-1.0,9.0,12.0,4.6579266666666665,2.813646260399024,54.0,0.0,2.2286095830222226,4.497663195193836,0.9398129123697566,4.0,0.0,1.0,9.0,12.0
34,4.325586666666666,3.686847425843453,72.0,-57.0,2.563034964977778,24.537974419909617,-0.09777950091067056,4.0,-4.0,-1.0,9.0,13.0,4.698213333333333,3.198486049666147,72.0,0.0,2.3165364984888885,28.493964910309476,2.8313690217783196,4.0,0.0,1.0,10.0,14.0
35,4.2394066666666665,3.2145440324527828,49.0,-32.0,2.407696856088889,5.8056971132420845,0.06572145937828841,4.0,-3.0,-1.0,9.0,12.0,4.51334,2.817021171696895,49.0,0.0,2.2020638717333334,5.813866028048759,1.176177027938916,4.0,0.0,1.0,9.0,12.0
36,4.409253333333333,3.045098825982712,38.0,-37.0,2.3237867793777776,4.999058906678954,-0.03806858382426162,4.0,-3.0,0.0,9.0,12.0,4.611906666666667,2.7284513057042217,38.0,0.0,2.157371687644445,3.896797029275886,0.9174263054877878,4.0,0.0,1.0,9.0,12.0
37,4.353913333333334,3.7927063226624713,119.0,-87.0,2.5121136583999997,58.981675379900764,0.4089214359298028,4.0,-4.0,-1.0,9.0,13.0,4.706753333333333,3.3447921176137325,119.0,0.0,2.2943612108444444,76.28380856562302,4.695145135004952,4.0,0.0,1.0,9.0,13.0
38,4.242466666666667,4.685086578616295,152.0,-121.0,2.6144253644444446,123.21043216821133,0.19618525376440257,4.0,-4.0,-1.0,9.0,13.0,4.71192,4.212640686775581,152.0,0.0,2.400029330133334,151.8254788130698,8.67886642376031,4.0,0.0,1.0,9.0,14.0
39,4.298573333333334,4.270897122975116,100.0,-94.0,2.565874150933334,78.05210816789496,0.13499375051465073,4.0,-4.0,-1.0,9.0,13.0,4.71444,3.8068786998322177,100.0,0.0,2.3559988506666665,94.0238218504353,6.4472782407023566,4.0,0.0,1.0,9.0,14.0
40,4.306406666666667,3.614479499324335,133.0,-113.0,2.411404734311111,127.81399303478989,0.802481080114128,4.0,-3.0,0.0,9.0,12.0,4.588593333333334,3.248752824893732,133.0,0.0,2.2255339347555556,164.75718670815098,6.854231309044409,4.0,0.0,1.0,9.0,12.0
41,4.1965,3.265716692555674,56.0,-39.0,2.4095659799999996,9.823400508834245,0.06496666624256806,4.0,-3.0,-1.0,9.0,12.0,4.480713333333333,2.863338846385087,56.0,0.0,2.205312233600001,10.302487564144199,1.5416813063137285,4.0,0.0,1.0,9.0,12.0
42,4.3839733333333335,4.222792523019197,139.0,-102.0,2.553684408888888,124.72971398503982,0.7116315957604458,4.0,-4.0,-1.0,9.0,12.0,4.76124,3.7923303575590044,139.0,0.0,2.337476521066666,157.0564115408999,8.09205502199916,4.0,0.0,1.0,9.0,13.0
43,4.346053333333334,3.7894462422858535,76.0,-67.0,2.5130855765333338,40.21349678144289,0.014899331621526478,4.0,-4.0,-1.0,9.0,12.0,4.696386666666666,3.3454466902412205,76.0,0.0,2.302585577777777,46.02086401557336,3.9824773516381717,4.0,0.0,1.0,9.0,13.0
44,4.202306666666667,3.878480668600038,73.0,-83.0,2.562261656888889,29.545577820195447,-0.01989675991011316,4.0,-5.0,-1.0,9.0,13.0,4.63024,3.356016382762914,83.0,0.0,2.3280159381333334,35.804717144846016,3.456467692815142,4.0,0.0,1.0,9.0,15.0
45,4.444753333333333,3.3981737433099,64.0,-44.0,2.4637149184,11.785984344371656,0.15657168270248423,4.0,-4.0,0.0,9.0,13.0,4.730073333333333,2.988278064927611,64.0,0.0,2.2554731441777776,12.72467598482224,1.7563316720688584,4.0,0.0,1.0,9.0,13.0
46,4.363906666666667,3.429753687855434,60.0,-44.0,2.465973698844445,13.631074075706263,0.050621727198824816,4.0,-4.0,-1.0,9.0,12.0,4.66564,3.006439252933589,60.0,0.0,2.2533808448,14.200566729243253,1.9404000377039448,4.0,0.0,1.0,9.0,13.0
47,4.407626666666666,3.4426578172357662,101.0,-79.0,2.3869974343111107,64.36927590877814,0.7050151716669024,4.0,-3.0,0.0,9.0,12.0,4.663293333333334,3.0875144543130904,101.0,0.0,2.210773098133333,80.86751356091213,4.355516739354435,4.0,0.0,1.0,9.0,12.0
48,4.535966666666667,3.863213588238478,136.0,-154.0,2.444586293333333,165.37498582370523,-0.7272191769864369,5.0,-3.0,0.0,9.0,12.0,4.829246666666666,3.4896663380562942,154.0,0.0,2.259971098222222,200.54999744926886,8.008903063029408,5.0,0.0,1.0,9.0,12.0
49,4.5526333333333335,3.07159664728221,42.0,-38.0,2.3355873408888885,4.783796761554064,0.014272328154258905,5.0,-3.0,0.0,9.0,12.0,4.74662,2.762383532510503,42.0,0.0,2.1695587330666664,3.8403023967735885,0.9140169819460974,5.0,0.0,1.0,9.0,12.0
50,4.820373333333333,4.084310485002719,103.0,-104.0,2.4916648760888886,81.33023819402169,0.136538324582586,5.0,-3.0,0.0,10.0,13.0,5.13232,3.684679352401355,104.0,0.0,2.3350051306666666,91.58610510643449,6.073225149249835,5.0,0.0,1.0,10.0,14.0
51,4.720506666666667,4.835357209950251,170.0,-99.0,2.737198494222222,100.80159717828644,1.3090594243444846,5.0,-5.0,0.0,10.0,15.0,5.216026666666667,4.29614891795653,170.0,0.0,2.515120463288889,134.76752466150316,7.541196173711486,5.0,0.0,1.0,10.0,18.0
52,4.419993333333333,3.896672960405662,111.0,-76.0,2.5018009156444445,63.309868901756914,0.2590446621592547,4.0,-4.0,0.0,9.0,12.0,4.772713333333333,3.4556601465425594,111.0,0.0,2.2927417209777774,77.38886247288899,5.212033526601312,4.0,0.0,1.0,9.0,13.0
53,4.4605266666666665,3.625360139930448,75.0,-86.0,2.4835289512,32.35016067096791,-0.19834365347416416,4.0,-4.0,0.0,9.0,13.0,4.7837,3.1868054037742164,86.0,0.0,2.271453306666667,36.20470501337403,3.1345657199529033,5.0,0.0,1.0,9.0,14.0
54,4.366393333333333,3.636204624584454,97.0,-79.0,2.439888957333333,51.243246986644,0.045697261427894105,4.0,-3.0,0.0,9.0,12.0,4.67282,3.232972253978883,97.0,0.0,2.252238981066667,59.92752011923518,4.237551985122301,4.0,0.0,1.0,9.0,13.0
55,4.570053333333333,4.23012669120375,125.0,-110.0,2.5756991111111116,104.88094206508164,0.2339679356593451,5.0,-4.0,0.0,10.0,13.0,4.955813333333333,3.7708419484445237,125.0,0.0,2.347932021688889,132.18954747405763,7.068416566091658,5.0,0.0,1.0,10.0,15.0
56,4.427033333333333,3.4468219762703822,72.0,-67.0,2.401312181333333,37.30228430115861,0.07762298378505686,4.0,-3.0,0.0,9.0,12.0,4.684606666666666,3.087661024620348,72.0,0.0,2.2256983435555555,40.38479061304078,3.346362754630853,4.0,0.0,1.0,9.0,12.0
57,4.491766666666667,3.592359240460458,71.0,-61.0,2.4328472062222226,37.64186363617904,0.236207264302179,4.0,-3.0,0.0,9.0,12.0,4.780433333333334,3.198195116296414,71.0,0.0,2.2453151737777777,42.422755036079764,3.6092199609462936,5.0,0.0,1.0,9.0,13.0
58,4.381153333333334,3.0572827450217033,41.0,-32.0,2.3164035921777772,5.5017522940940395,-0.031250057482778655,4.0,-3.0,0.0,9.0,12.0,4.591286666666667,2.731584977297761,41.0,0.0,2.1519257356444443,4.41155016446306,0.9918682294958618,4.0,0.0,1.0,9.0,12.0
59,4.3475866666666665,4.257974210598048,214.0,-134.0,2.490875201955556,269.1002579173414,1.6027442983934872,4.0,-3.0,0.0,9.0,12.0,4.708933333333333,3.85457899742854,214.0,0.0,2.2941307857777775,355.00194437431765,11.595408927119715,4.0,0.0,1.0,9.0,13.0
60,4.2992,3.46021182113258,59.0,-42.0,2.464633792,13.85313556956482,0.1553885947736066,4.0,-4.0,-1.0,9.0,12.0,4.616373333333334,3.0241139003662054,59.0,0.0,2.2527199125333333,15.205317930181618,2.0559751578861345,4.0,0.0,1.0,9.0,13.0
61,4.4214,4.652389314983817,123.0,-123.0,2.638507717333333,102.31583036460475,0.3514950318288602,4.0,-4.0,-1.0,9.0,13.0,4.8834,4.1648385417925295,123.0,0.0,2.411466037333333,126.3777863098303,7.73047108441552,4.0,0.0,1.0,10.0,16.0
62,4.3866933333333336,3.8456131098812008,77.0,-86.0,2.5494687939555556,38.14590466530847,-0.35554332173857506,4.0,-4.0,-1.0,9.0,13.0,4.76348,3.3676481254171993,86.0,0.0,2.3267802229333334,43.153988645017115,3.7468575405239983,4.0,0.0,1.0,10.0,14.0
63,4.49064,4.4867367424195175,197.0,-84.0,2.6372429664000006,141.42886378232015,2.3091890248222824,4.0,-5.0,-1.0,9.0,14.0,4.931626666666666,3.9969594600381417,197.0,0.0,2.3952783630222227,199.4724492769227,8.35190359227499,5.0,0.0,1.0,10.0,16.0
64,4.460773333333333,3.5834471591721804,52.0,-41.0,2.5190583264,15.297941002334294,0.0884079230051175,4.0,-4.0,-1.0,9.0,13.0,4.79172,3.1271378769638556,52.0,0.0,2.289578477866667,16.324875296947916,2.2119245866122204,5.0,0.0,1.0,10.0,14.0
65,4.47196,4.127655590687992,124.0,-120.0,2.573414436266667,86.30287745299019,0.05505060250734844,4.0,-4.0,0.0,9.0,13.0,4.859013333333333,3.6641414091212865,124.0,0.0,2.3486163384888887,108.36811189660936,6.172763990971121,5.0,0.0,1.0,10.0,14.0
66,4.599193333333333,4.121177086297806,95.0,-106.0,2.6058693071111114,66.22432907875582,-0.24566541623474727,5.0,-4.0,0.0,10.0,13.0,4.976993333333334,3.6559804614598876,106.0,0.0,2.3645561593777784,77.7590929945057,5.372886938135028,5.0,0.0,1.0,10.0,14.0
67,4.689713333333334,3.5172770707952723,59.0,-51.0,2.501676345688889,14.64313857497564,-0.017469847343408586,5.0,-4.0,0.0,10.0,13.0,4.97586,3.0992657135822386,59.0,0.0,2.282194941866667,14.426995226506033,1.948194704454218,5.0,0.0,1.0,10.0,13.0
68,4.7508,3.620154701593164,87.0,-78.0,2.4961020213333334,39.11957943263562,0.0772854913093336,5.0,-3.0,0.0,10.0,13.0,5.024813333333333,3.2290639217655057,87.0,0.0,2.2954901795555553,44.02952838949357,3.3366273679885734,5.0,0.0,1.0,10.0,13.0
69,4.747633333333333,3.3123653498142827,60.0,-50.0,2.4236937817777777,13.551814116044817,0.1506640881632628,5.0,-3.0,0.0,10.0,12.0,4.9701933333333335,2.9679875823455664,60.0,0.0,2.237050036355556,13.92777755328543,1.6525003800478035,5.0,0.0,1.0,10.0,13.0
70,4.5100066666666665,3.5262741570509077,50.0,-38.0,2.538013862577778,9.96381920200674,0.058395160920926635,5.0,-4.0,-1.0,10.0,13.0,4.830406666666667,3.0727709070852,50.0,0.0,2.2991434809777775,10.083318123312152,1.6933733469340049,5.0,0.0,1.0,10.0,14.0
71,4.62506,4.069170724369921,57.0,-64.0,2.7163012805333335,19.20359426992805,0.06649636908470277,5.0,-6.0,-1.0,10.0,15.0,5.064206666666666,3.507579344511151,64.0,0.0,2.4370288809777776,21.661147831024607,2.8249724929556828,5.0,0.0,1.0,10.0,16.0
72,4.508546666666667,3.678409596433847,76.0,-54.0,2.518079944355556,26.68649155214177,-0.0021974409389383647,5.0,-4.0,0.0,9.0,13.0,4.836386666666667,3.235279553719301,76.0,0.0,2.301317118222222,29.237046538467737,2.9742579555869453,5.0,0.0,1.0,10.0,14.0
73,4.451066666666667,3.3828866108252926,56.0,-46.0,2.496893544888889,9.581359312419133,0.07823605298756611,4.0,-4.0,-1.0,9.0,13.0,4.738453333333333,2.9669780407366546,56.0,0.0,2.271379283911111,10.10725544833186,1.5124851574288678,5.0,0.0,1.0,10.0,13.0
74,4.385066666666667,3.76125218187712,90.0,-76.0,2.5471179164444444,47.57371639085662,-0.027349683145407977,4.0,-4.0,-1.0,9.0,12.0,4.736186666666667,3.308223413571588,90.0,0.0,2.3180015651555554,57.8872990333232,4.1243422731886,4.0,0.0,1.0,10.0,13.0
75,4.488026666666666,3.749055482216236,127.0,-112.0,2.486023275733334,129.78609061901648,0.29046859850156737,4.0,-3.0,0.0,9.0,12.0,4.77664,3.3736468181606813,127.0,0.0,2.2807500202666664,161.90801508275385,7.048517929969574,5.0,0.0,1.0,9.0,12.0
76,4.914666666666666,4.194387779102113,124.0,-99.0,2.565226702222222,91.97537401213609,0.5061919427399383,5.0,-3.0,0.0,10.0,13.0,5.2427866666666665,3.7762419194894177,124.0,0.0,2.4063045400888887,109.37392822301851,6.468588482183424,5.0,0.0,1.0,10.0,14.0
77,4.7234066666666665,3.3715523492486135,61.0,-75.0,2.451330212533333,23.936703384883824,-0.1160164515354141,5.0,-3.0,0.0,10.0,12.0,4.95602,3.019236084096474,75.0,0.0,2.256985482933334,24.754013496022928,2.1317223905244096,5.0,0.0,1.0,10.0,13.0
78,4.77684,4.803194085073958,123.0,-154.0,2.811627889066667,86.53904696397777,-0.35350811135231386,5.0,-6.0,-1.0,10.0,16.0,5.29664,4.223084608043121,154.0,0.0,2.572251140266667,111.00675607557234,6.603723283857767,5.0,0.0,1.0,10.0,18.0
79,4.65608,4.822138604437331,157.0,-134.0,2.7387590741333336,129.78652008917308,0.5007742221193929,5.0,-5.0,-1.0,10.0,14.0,5.140333333333333,4.302213765320218,157.0,0.0,2.500777857777778,168.6075126819314,8.499219709537382,5.0,0.0,1.0,10.0,17.0
80,4.71956,4.249273716206975,150.0,-114.0,2.5759838864,131.25354691509082,0.16676205447599637,5.0,-4.0,0.0,10.0,13.0,5.07256,3.8209535080881847,150.0,0.0,2.3686744799999997,161.80295478867677,7.843267337216235,5.0,0.0,1.0,10.0,14.0
81,4.830546666666667,5.0675349136001255,136.0,-120.0,2.8690838890666663,98.22927293960319,-0.12043901969687026,5.0,-7.0,-1.0,10.0,16.0,5.382013333333333,4.477497753551988,136.0,0.0,2.6260230451555553,125.50599265562946,7.565835134883902,5.0,0.0,1.0,11.0,18.0
82,4.769446666666667,4.633399934150791,98.0,-79.0,2.828108848266666,50.171658186147205,0.11828163355614044,5.0,-6.0,-1.0,10.0,15.0,5.271206666666667,4.053438435005093,98.0,0.0,2.5770189445333336,61.66087949979689,5.135566380915293,5.0,0.0,1.0,10.0,17.0
83,4.649593333333334,3.456928526450583,49.0,-39.0,2.522459703288889,8.808040382055434,-0.02717462194997221,5.0,-4.0,0.0,10.0,13.0,4.932446666666666,3.0397409123127006,49.0,0.0,2.2961047810666666,7.999961844434452,1.449141775181929,5.0,0.0,1.0,10.0,13.0
84,4.566273333333333,5.922329637781443,152.0,-143.0,2.9621350419555554,108.72897953575043,0.33796654058638653,5.0,-7.0,-1.0,10.0,17.0,5.259913333333333,5.315835473363282,152.0,0.0,2.710829541511111,134.87451296391728,8.859472081688674,5.0,0.0,1.0,10.0,22.0
85,4.527486666666666,4.705829588432804,185.0,-120.0,2.809657541244444,108.65226872142387,0.7704933544566386,5.0,-6.0,-1.0,10.0,15.0,5.065473333333333,4.121154345007775,185.0,0.0,2.5192887833777777,155.80972881899405,7.240915121018298,5.0,0.0,1.0,10.0,17.0
86,4.65828,6.007856084924548,273.0,-237.0,2.9435575221333328,347.659910948253,1.4613806986078568,5.0,-6.0,-1.0,10.0,15.0,5.257866666666667,5.49078371214839,273.0,0.0,2.674659768888889,446.4357066410949,15.406319873174795,5.0,0.0,1.0,10.0,17.0
87,4.39316,4.491991362522417,119.0,-128.0,2.780091668266667,83.13099957822665,-0.23797614711226509,4.0,-5.0,-1.0,10.0,14.0,4.902266666666667,3.930087933642621,128.0,0.0,2.478220398222222,109.86569306516259,6.441707753175947,4.0,0.0,1.0,10.0,16.0
88,4.498413333333334,4.9323057150538965,208.0,-126.0,2.834018119822222,155.0959089746429,1.3567711487117524,4.0,-6.0,-1.0,10.0,15.0,5.042066666666667,4.37503043816053,208.0,0.0,2.5434843306666663,218.11632420473234,9.048286953662458,5.0,0.0,1.0,10.0,17.0
89,4.61008,4.272139674852561,110.0,-95.0,2.7762274325333327,43.5779490481057,-0.08488822228871565,5.0,-6.0,-1.0,10.0,15.0,5.077626666666666,3.704280260082543,110.0,0.0,2.4853057400888883,55.38957487015797,4.253408510623251,5.0,0.0,1.0,10.0,17.0
90,4.515593333333333,3.9900655364845985,53.0,-49.0,2.7775996247111108,11.191783237256898,0.03384300618074895,5.0,-6.0,-1.0,10.0,15.0,4.9751,3.39993486021625,53.0,0.0,2.451232724,12.231547490149783,2.090322414329523,5.0,0.0,1.0,10.0,16.0
91,4.518706666666667,3.6295919725052848,53.0,-54.0,2.580033632177778,14.290792629690369,0.010266403859017698,5.0,-4.0,-1.0,10.0,13.0,4.86176,3.1552996807235023,54.0,0.0,2.3259094058666663,15.264004600368938,2.061926152859424,5.0,0.0,1.0,10.0,14.0
92,4.726553333333333,4.16504212515651,93.0,-70.0,2.7371170149333337,35.901824117377764,0.3133987695216381,5.0,-5.0,-1.0,10.0,14.0,5.15382,3.622981311142874,93.0,0.0,2.476175298933333,45.49155157012991,3.883673551711866,5.0,0.0,1.0,10.0,16.0
93,4.70878,4.016532309735016,93.0,-96.0,2.664679669333334,44.920605064066436,-0.1613685708854702,5.0,-4.0,-1.0,10.0,14.0,5.078273333333334,3.537832207298758,96.0,0.0,2.4222630910222223,52.2282530175388,4.0679388964152325,5.0,0.0,1.0,10.0,14.0
94,4.573633333333333,5.787402534160684,199.0,-224.0,2.9655535066666663,245.57403799127937,0.44886236704709376,5.0,-7.0,-1.0,10.0,16.0,5.214286666666666,5.217597408128283,224.0,0.0,2.6806678232888888,323.55916580453584,12.79284050213126,5.0,0.0,1.0,10.0,19.0
95,4.667866666666667,4.51369877211579,74.0,-62.0,2.937248862222222,20.346059357036477,0.12272735010372555,5.0,-8.0,-1.0,10.0,17.0,5.24172,3.8323347131388488,74.0,0.0,2.6112042581333332,25.351574730871143,3.1758407931465253,5.0,0.0,1.0,11.0,19.0
96,4.422046666666667,4.432962999194621,120.0,-85.0,2.7818858784000002,54.96856002871397,0.6199099585091702,4.0,-6.0,-1.0,10.0,14.0,4.934926666666667,3.8538454140575045,120.0,0.0,2.4790103516444444,75.27876942148747,5.308910839879191,5.0,0.0,1.0,10.0,16.0
