,mad,q01,q99,abs_mad,abs_q95,mad_mean_10,q01_mean_10,q05_mean_10,q95_mean_10,q99_mean_10
30,5.182098573333333,-22.0,30.0,4.3278765767111125,18.0,2.7201993558633197,-10.7,-1.6,10.3,19.3
31,3.7853402709333337,-12.0,21.0,3.2799851711999994,12.0,1.8498872287145187,-4.7,0.8,7.9,13.6
32,2.764019602133334,-5.0,14.0,2.4376317199111113,10.0,1.2293737311419919,-0.4,1.8,6.8,9.1
33,2.427181872266667,-3.0,12.0,2.2286095830222226,9.0,1.014121786616889,1.1,2.4,6.5,7.8
34,2.563034964977778,-4.0,13.0,2.3165364984888885,10.0,1.1168430780998482,0.0,2.1,6.5,8.6
35,2.407696856088889,-3.0,12.0,2.2020638717333334,9.0,0.9947805260552498,0.7,2.2,6.2,7.7
36,2.3237867793777776,-3.0,12.0,2.157371687644445,9.0,0.9430504900949406,1.3,2.5,6.3,7.5
37,2.5121136583999997,-4.0,13.0,2.2943612108444444,9.0,1.0709415666526088,0.4,2.3,6.4,8.1
38,2.6144253644444446,-4.0,13.0,2.400029330133334,9.0,1.1415420187993712,0.1,2.2,6.3,8.5
39,2.565874150933334,-4.0,13.0,2.3559988506666665,9.0,1.1004843264152038,0.4,2.3,6.3,8.4
40,2.411404734311111,-3.0,12.0,2.2255339347555556,9.0,1.0226908977060376,0.9,2.3,6.3,7.5
41,2.4095659799999996,-3.0,12.0,2.205312233600001,9.0,0.9998445601211072,0.8,2.2,6.2,7.7
42,2.553684408888888,-4.0,12.0,2.337476521066666,9.0,1.1129736708604645,0.3,2.3,6.5,8.3
43,2.5130855765333338,-4.0,12.0,2.302585577777777,9.0,1.0594772725252515,0.7,2.3,6.4,8.0
44,2.562261656888889,-5.0,13.0,2.3280159381333334,9.0,1.1151847645837516,-0.7,2.1,6.3,9.2
45,2.4637149184,-4.0,13.0,2.2554731441777776,9.0,1.0530828414832132,0.5,2.4,6.5,8.5
46,2.465973698844445,-4.0,12.0,2.2533808448,9.0,1.039447619154509,0.6,2.3,6.4,8.1
47,2.3869974343111107,-3.0,12.0,2.210773098133333,9.0,0.9902690974111649,1.2,2.5,6.4,7.7
48,2.444586293333333,-3.0,12.0,2.259971098222222,9.0,1.029962809509275,1.1,2.6,6.5,7.8
49,2.3355873408888885,-3.0,12.0,2.1695587330666664,9.0,0.950881834219154,1.4,2.7,6.5,7.7
50,2.4916648760888886,-3.0,13.0,2.3350051306666666,10.0,1.076831133859471,1.2,2.8,6.8,8.5
51,2.737198494222222,-5.0,15.0,2.515120463288889,10.0,1.2351949162676947,-0.9,2.5,7.0,10.2
52,2.5018009156444445,-4.0,12.0,2.2927417209777774,9.0,1.0579999982621024,0.5,2.4,6.4,8.2
53,2.4835289512,-4.0,13.0,2.271453306666667,9.0,1.053355447021563,0.3,2.4,6.5,8.5
54,2.439888957333333,-3.0,12.0,2.252238981066667,9.0,1.0281943000411722,0.8,2.4,6.3,8.0
55,2.5756991111111116,-4.0,13.0,2.347932021688889,10.0,1.1001503622695976,0.1,2.5,6.6,9.0
56,2.401312181333333,-3.0,12.0,2.2256983435555555,9.0,0.9976341535469425,1.2,2.5,6.4,7.7
57,2.4328472062222226,-3.0,12.0,2.2453151737777777,9.0,1.0186869460462527,1.0,2.5,6.4,8.1
58,2.3164035921777772,-3.0,12.0,2.1519257356444443,9.0,0.9345824783462381,1.3,2.5,6.3,7.4
59,2.490875201955556,-3.0,12.0,2.2941307857777775,9.0,1.0704481479330272,0.5,2.4,6.3,8.3
60,2.464633792,-4.0,12.0,2.2527199125333333,9.0,1.0476693517239304,0.2,2.3,6.3,8.4
61,2.638507717333333,-4.0,13.0,2.411466037333333,10.0,1.1680409758054824,-0.3,2.3,6.5,9.2
62,2.5494687939555556,-4.0,13.0,2.3267802229333334,10.0,1.1121917825211232,-0.1,2.3,6.5,8.8
63,2.6372429664000006,-5.0,14.0,2.3952783630222227,10.0,1.178015117617704,-0.7,2.4,6.6,9.6
64,2.5190583264,-4.0,13.0,2.289578477866667,10.0,1.0614075838356596,0.4,2.4,6.5,8.5
65,2.573414436266667,-4.0,13.0,2.3486163384888887,10.0,1.1055155426052565,0.1,2.4,6.6,8.9
66,2.6058693071111114,-4.0,13.0,2.3645561593777784,10.0,1.1441355523962886,0.2,2.4,6.7,9.0
67,2.501676345688889,-4.0,13.0,2.282194941866667,10.0,1.0587803051850129,0.7,2.6,6.8,8.7
68,2.4961020213333334,-3.0,13.0,2.2954901795555553,10.0,1.0719203602109786,0.9,2.7,6.8,8.6
69,2.4236937817777777,-3.0,12.0,2.237050036355556,10.0,1.0312737564626342,1.1,2.7,6.8,8.4
70,2.538013862577778,-4.0,13.0,2.2991434809777775,10.0,1.0887302301615238,0.1,2.4,6.6,8.7
71,2.7163012805333335,-6.0,15.0,2.4370288809777776,10.0,1.209020177535498,-0.9,2.3,6.9,10.0
72,2.518079944355556,-4.0,13.0,2.301317118222222,10.0,1.1005446276066853,0.3,2.4,6.6,8.5
73,2.496893544888889,-4.0,13.0,2.271379283911111,10.0,1.0829846097033087,0.4,2.3,6.6,8.5
74,2.5471179164444444,-4.0,12.0,2.3180015651555554,10.0,1.09682933408706,0.3,2.2,6.5,8.3
75,2.486023275733334,-3.0,12.0,2.2807500202666664,9.0,1.0626335100446136,0.8,2.4,6.6,8.1
76,2.565226702222222,-3.0,13.0,2.4063045400888887,10.0,1.1220116843406565,0.9,2.8,7.1,9.0
77,2.451330212533333,-3.0,12.0,2.256985482933334,10.0,1.042074606587989,1.0,2.7,6.8,8.4
78,2.811627889066667,-6.0,16.0,2.572251140266667,10.0,1.2762860301556556,-1.2,2.5,7.1,10.9
79,2.7387590741333336,-5.0,14.0,2.500777857777778,10.0,1.2443333900783202,-0.6,2.4,6.9,10.0
80,2.5759838864,-4.0,13.0,2.3686744799999997,10.0,1.1514041647191557,0.5,2.6,6.9,8.9
81,2.8690838890666663,-7.0,16.0,2.6260230451555553,11.0,1.346892033581885,-1.7,2.4,7.3,11.3
82,2.828108848266666,-6.0,15.0,2.5770189445333336,10.0,1.3076816765246402,-1.0,2.3,7.2,10.5
83,2.522459703288889,-4.0,13.0,2.2961047810666666,10.0,1.0966018202173264,0.4,2.5,6.8,8.9
84,2.9621350419555554,-7.0,17.0,2.710829541511111,10.0,1.3735090437406163,-2.6,2.3,6.9,11.7
85,2.809657541244444,-6.0,15.0,2.5192887833777777,10.0,1.3102147976633907,-1.6,2.1,7.0,10.5
86,2.9435575221333328,-6.0,15.0,2.674659768888889,10.0,1.4180288081387395,-1.4,2.1,7.2,10.9
87,2.780091668266667,-5.0,14.0,2.478220398222222,10.0,1.2786121065031097,-1.0,2.0,6.8,9.8
88,2.834018119822222,-6.0,15.0,2.5434843306666663,10.0,1.3076933952463996,-1.0,2.1,6.9,10.2
89,2.7762274325333327,-6.0,15.0,2.4853057400888883,10.0,1.268008993012107,-1.1,2.2,7.0,10.5
90,2.7775996247111108,-6.0,15.0,2.451232724,10.0,1.251499698880689,-1.1,2.1,7.0,10.2
91,2.580033632177778,-4.0,13.0,2.3259094058666663,10.0,1.134655104287756,-0.1,2.3,6.7,8.910000000000583
92,2.7371170149333337,-5.0,14.0,2.476175298933333,10.0,1.2505818382784986,-0.7,2.3,7.1,9.9
93,2.664679669333334,-4.0,14.0,2.4222630910222223,10.0,1.2101813145477598,0.0,2.4,7.0,9.5
94,2.9655535066666663,-7.0,16.0,2.6806678232888888,10.0,1.4042130398518375,-2.0,2.0,7.1,10.9
95,2.937248862222222,-8.0,17.0,2.6112042581333332,11.0,1.3859034807795518,-2.6,2.0,7.3,11.7
96,2.7818858784000002,-6.0,14.0,2.4790103516444444,10.0,1.28841975710143,-1.5,2.0,6.8,9.910000000000583
97,3.146778145066666,-9.0,18.0,2.8044475783999996,11.0,1.5221816083131439,-3.4,1.8,7.3,12.3
98,2.908294061777778,-7.0,16.0,2.599140227288889,10.0,1.391417430318091,-2.2,2.0,7.0,11.3
99,2.5957143040000004,-4.0,13.0,2.3639146666666666,10.0,1.122123132736285,0.6,2.5,7.0,9.0
100,2.887376425955555,-6.0,16.0,2.6000444977777772,10.0,1.3404417584787605,-1.5,2.1,7.1,10.9
101,3.233297297066666,-9.0,19.0,2.9455251079111116,11.0,1.5910883865584686,-3.5,1.9,7.5,13.0
102,3.0894008768888885,-8.0,18.0,2.7296899097777776,11.0,1.471468463104953,-2.8,1.8,7.5,12.1
103,3.1011759601777786,-8.0,18.0,2.8173501742222222,11.0,1.530217924748852,-2.9,2.0,7.4,12.4
104,2.8381678602666667,-5.0,15.0,2.5841573020444444,10.0,1.3282853484999928,-0.7,2.3,7.3,10.3
105,2.717682204444444,-5.0,15.0,2.495033314666667,10.0,1.2367561430315086,-0.9,2.5,7.2,10.4
106,2.8953685954666666,-6.0,16.0,2.594777138577778,10.0,1.3950966692090683,-1.7,2.0,7.1,11.0
107,2.766865507466667,-6.0,15.0,2.503056524711111,10.0,1.2522684352951803,-1.0,2.3,7.0,10.5
108,2.812260109511111,-6.0,15.0,2.5042732117333335,11.0,1.3080306348606061,-1.0,2.1,7.3,10.5
109,2.829653198222222,-6.0,15.0,2.571414535111111,11.0,1.3302179765417337,-1.6,2.3,7.2,10.9
110,2.987839397955555,-7.0,17.0,2.6691516016000003,11.0,1.4069269326558707,-1.8,2.0,7.6,11.4
111,2.8586169846222225,-6.0,15.0,2.5255377968888886,10.0,1.340167126021632,-1.7,1.7,6.8,10.2
112,2.7206658821333334,-5.0,14.0,2.4366672479999996,10.0,1.219085708874134,-0.5,2.0,6.7,9.3
113,3.1957281792,-11.0,19.0,2.7879431884444448,11.0,1.5481937013684444,-4.7,1.4,7.2,13.2
114,3.044544830933333,-8.0,17.0,2.6664410495999995,11.0,1.4316660693343222,-2.6,1.6,7.0,11.3
115,3.1119840928000007,-9.0,17.0,2.6945263242666666,11.0,1.4952154589256283,-3.2,1.3,7.0,11.4
116,3.0490919175999998,-8.0,16.0,2.6449956210666667,11.0,1.420283200088769,-2.2,1.5,7.1,11.1
117,2.9247250962666667,-7.0,16.0,2.5576082149333335,10.0,1.378432247725149,-2.0,1.6,7.1,10.9
118,2.767249068977778,-5.0,14.0,2.4456339141333334,10.0,1.2623206720162874,-0.9,1.9,6.9,9.5
119,3.006944568888889,-7.0,16.0,2.6453282495999995,10.0,1.415251465400943,-1.6,1.7,7.1,10.6
120,2.8971252982222224,-7.0,16.0,2.5525885192,10.0,1.3556188113771375,-1.6,1.8,7.0,10.6
121,3.0222025536,-8.0,16.0,2.6275993048888893,11.0,1.4376198680798489,-2.4,1.6,7.2,10.9
122,3.2727364522666664,-10.0,18.0,2.8997959527111106,11.0,1.600379767321823,-3.5,1.4,7.2,12.4
123,3.342483930666666,-10.0,19.0,2.941562600533333,11.0,1.629863398851465,-3.9,1.4,7.6,12.7
124,3.338985912888888,-10.0,20.0,2.9665332222222225,12.0,1.6650554005916496,-4.2,1.5,7.8,13.9
125,3.2438841813333332,-9.0,18.0,2.866624039822223,11.0,1.5630947155520587,-3.5,1.6,7.6,12.2
126,3.160901444266667,-9.0,18.0,2.798044984533332,11.0,1.5528156680678094,-3.8,1.6,7.3,12.7
127,3.4415957552000003,-11.0,20.010000000009313,3.0048241337777783,12.0,1.7385861332770833,-4.509999999999991,1.2,8.0,13.910000000000583
128,3.1263218403555557,-8.0,17.0,2.7100892117333335,11.0,1.4892341225912458,-2.409999999999991,1.5,7.4,11.4
129,3.1176064483555552,-9.0,18.0,2.740672876444445,11.0,1.524492211257179,-3.509999999999991,1.5,7.2,12.1
130,3.204532034577778,-10.0,19.0,2.833916981866666,11.0,1.6056113767316733,-4.4,1.5,7.4,13.1
131,3.180417442044444,-9.0,17.0,2.744237550666667,11.0,1.5372439811569938,-3.1,1.2,7.2,11.5
132,3.147516214755555,-9.0,18.0,2.7257301546666675,11.0,1.493852896578608,-3.0,1.4,7.3,11.7
133,3.245849140177778,-9.0,19.0,2.847636471111111,12.0,1.5471888517856676,-3.2,1.5,7.7,12.5
134,2.7341652184,-5.0,14.0,2.4385866856000002,10.0,1.2300447663393552,-0.5,1.9,6.7,9.0
135,3.0586736377777775,-8.0,17.0,2.6809927272,11.0,1.4449223345273117,-2.209999999999991,1.7,7.3,11.4
136,3.015801761333334,-7.0,16.0,2.626678377066667,11.0,1.4489903418735484,-2.2,1.6,7.4,11.1
137,2.864830564977778,-6.0,15.0,2.500550584,10.0,1.3336925684135832,-1.4,1.6,7.0,10.010000000000582
138,3.4274257381333335,-11.0,20.0,2.9501915804444447,12.0,1.6896643838299348,-4.4,1.0,7.9,13.2
139,3.0626862261333336,-7.0,17.0,2.684541124266667,11.0,1.472515421642875,-2.1,1.6,7.4,11.4
140,3.1787845333333333,-8.0,17.0,2.7748589466666664,11.0,1.5370196557498632,-2.9,1.4,7.3,11.6
141,3.167212368,-9.0,18.0,2.7425799523555563,11.0,1.538566857168464,-3.5,1.3,7.4,12.0
142,3.277358797333333,-10.0,20.0,2.892069242488889,12.0,1.5872831226160509,-3.6,1.5,7.7,13.1
143,3.2178530143999997,-9.0,18.0,2.8274390997333327,12.0,1.5497997044652572,-3.0,1.6,7.8,12.4
144,3.317156638044445,-10.0,19.0,2.949131245511111,11.0,1.655061721590591,-4.209999999999991,1.6,7.6,13.6
145,3.0109265009777775,-7.0,16.0,2.626423631288889,11.0,1.4514253851544203,-2.2,1.6,7.4,11.2
146,3.530429821866667,-11.0,20.0,3.105402241511111,12.0,1.7855920812349497,-4.8,1.1,7.8,13.7
147,3.5546786602666662,-12.0,21.0,3.136061077155556,12.0,1.787644361074476,-5.6,1.1,7.9,14.2
148,3.3901798192,-11.0,20.0,2.9680015459555564,12.0,1.7092932591709777,-5.2,1.2,7.7,13.9
149,3.0857350087111115,-8.0,17.0,2.6772824559999995,11.0,1.48953854379625,-2.8,1.4,7.2,11.5
150,3.2071768362666666,-9.0,18.0,2.7852659022222226,11.0,1.5495049195721313,-3.0,1.3,7.5,12.0
151,2.9621280160000003,-7.0,15.0,2.5446282604444446,11.0,1.3907855242783078,-1.9,1.4,7.1,10.3
152,3.280890191466667,-9.0,18.0,2.8416787160888894,11.0,1.6164404833054775,-3.9,1.2,7.6,12.5
153,2.9109643848888886,-7.0,15.0,2.549188511288889,10.0,1.3519019983151728,-1.8,1.4,6.8,9.9
154,3.1696202754666674,-9.0,18.0,2.7119031406222227,11.0,1.5832102968249508,-4.1,1.0,7.3,12.2
155,3.1642008090666667,-8.0,17.0,2.7408716088888885,11.0,1.5479783394191196,-3.209999999999991,1.3,7.2,11.7
156,3.0878215216000005,-8.0,17.0,2.644401554844445,11.0,1.4744775299688107,-2.9,1.2,7.1,11.21000000000058
157,2.975638741333334,-7.0,15.0,2.5824065866666666,10.0,1.4062923150284845,-2.1,1.3,6.9,10.3
158,3.480168992,-12.0,20.0,2.9510280664888895,12.0,1.7737799796119453,-6.0,0.3,7.4,13.9
159,3.3139961178666666,-10.0,18.0,2.864380756533333,11.0,1.6678120772673706,-4.8,0.7,6.9,12.5
160,3.0148424320000005,-8.0,16.0,2.637410281244444,10.0,1.4491284249941367,-2.6,1.4,7.0,11.2
161,3.261243404088889,-10.0,18.0,2.8022236555555557,11.0,1.6350221336766284,-4.5,0.9,7.1,12.5
162,3.3925621863111113,-11.0,19.0,2.8892691648888884,12.0,1.687776418987617,-4.3,0.6,7.5,12.6
163,2.7392700389333333,-5.0,14.0,2.419736405155556,10.0,1.262704254640377,-0.9,1.6,6.6,9.2
164,3.436882018222222,-12.0,20.0,2.950229302755556,12.0,1.7102492761384611,-5.3,0.8,7.5,13.3
165,3.4501921999999996,-11.0,20.0,3.0142461461333334,12.0,1.7400081126561564,-5.2,1.0,7.6,13.7
166,3.405374742755556,-11.0,20.0,2.9245587008,12.0,1.6758334408865725,-4.5,0.9,7.7,13.1
167,3.1313849505777775,-8.0,17.0,2.6788278752,11.0,1.4967362573092933,-2.7,1.2,7.3,11.2
168,3.1449559496,-9.0,18.0,2.698051333866666,11.0,1.4933492726966664,-3.4,1.2,7.2,11.6
169,3.269164287555556,-10.0,18.0,2.8151711072888888,11.0,1.630611906785278,-4.1,0.8,7.1,12.1
170,4.046876523911111,-15.0,23.0,3.5777091776,13.0,2.157910778564949,-8.0,0.4,8.2,16.4
171,3.7725836878222228,-14.0,22.0,3.2736132207999997,12.0,1.995398466205844,-6.6,0.4,8.0,15.3
172,3.5702892942222224,-12.0,20.0,3.0816984517333332,12.0,1.8206539908045427,-5.7,0.5,7.6,13.9
173,3.0942252288,-8.0,17.0,2.6614023496888883,11.0,1.502024271603083,-2.9,1.2,7.2,11.3
174,3.864692524088889,-14.0,22.0,3.3081371775999995,13.0,2.009389916533958,-6.5,0.2,8.3,15.2
175,3.3882940312000005,-10.0,19.0,2.9460691033777775,12.0,1.6991101652452554,-4.2,1.1,7.7,13.2
176,3.6856749183999997,-14.0,23.0,3.198662765511111,13.0,1.8685908338620256,-6.3,0.7,8.1,15.0
177,3.4041404384,-10.0,19.0,2.9197849141333325,12.0,1.6960415671045248,-3.9,1.0,8.0,13.0
178,3.3054529975111113,-10.0,18.0,2.832953305777778,11.0,1.6048478412523868,-3.7,1.0,7.4,12.3
179,3.187044697777778,-8.0,17.0,2.7391829944888886,11.0,1.5318456702235603,-3.0,1.2,7.4,11.7
180,3.6847523151111115,-14.0,23.0,3.262081242844445,12.0,1.9064511742821337,-6.809999999999991,1.1,8.1,15.8
181,3.5926962056888887,-13.0,22.0,3.1188915822222225,12.0,1.8213171286987022,-5.7,0.8,7.9,14.7
182,3.2624182191999997,-10.0,19.0,2.8169576028444445,11.0,1.5668322900742127,-3.7,1.2,7.5,12.2
183,3.7078608623999996,-12.0,21.0,3.189511482666667,13.0,1.9297188073810094,-5.0,0.7,8.4,14.510000000000582
184,3.7465070964444442,-13.0,22.0,3.317671811911111,12.0,1.9083328082669937,-5.7,1.1,8.2,15.110000000000582
185,3.808266553688889,-14.0,23.0,3.3088350729777782,13.0,1.9572780812479933,-6.5,0.6,8.3,15.4
186,3.664534428444444,-13.0,21.0,3.1949734933333334,12.0,1.8332818455416504,-5.5,0.8,7.8,14.3
187,4.106051775644444,-16.0,25.0,3.560344965155555,14.0,2.217894487007354,-8.8,-0.1,8.8,17.5
188,3.606023169333334,-12.009999999999991,21.0,3.1150485737777776,12.0,1.8341836158397289,-5.7,0.7,7.9,14.4
189,3.0922178671999996,-7.0,16.0,2.682381006933333,11.0,1.471414224623197,-2.2,1.5,7.3,11.0
190,3.676220074222222,-13.0,22.0,3.1950449616000007,12.0,1.8879804782117668,-6.1,0.8,8.1,15.0
191,3.338942611555556,-9.0,18.0,2.9221142655999994,11.0,1.677949759903903,-3.6,1.2,7.7,12.6
192,3.512763785066667,-11.0,20.0,3.050828193866667,12.0,1.7919109045821153,-5.4,0.8,7.7,13.610000000000582
193,3.811469428444444,-14.0,22.0,3.3238312586666665,13.0,1.984242136668684,-6.5,0.7,8.2,15.3
194,3.475983497777778,-11.0,20.0,2.986125017244444,12.0,1.7444918170045365,-4.7,0.8,7.7,13.3
195,3.582037393777778,-12.0,20.0,3.093553898666667,12.0,1.8564112263707508,-5.5,0.6,7.8,14.21000000000058
196,3.4189159345777775,-11.0,20.0,2.9615944508444443,12.0,1.6921113172931412,-4.7,1.1,7.7,13.5
197,3.346489159999999,-10.0,19.0,2.8883943135999997,12.0,1.627202999550904,-3.6,1.2,7.7,12.7
198,5.8045040216,-27.0,37.0,5.483079523377778,18.0,3.3998069324325866,-16.1,-1.4,10.2,25.6
199,4.1295508312888884,-16.0,26.0,3.551722595555556,14.0,2.219796822000705,-8.3,0.2,9.2,17.7
200,3.559299874666667,-10.0,20.0,3.070531565333334,13.0,1.8203898668972907,-4.2,1.0,8.6,14.0
201,4.594101358933331,-21.0,31.0,4.012975174399999,16.0,2.5397094174449166,-11.6,-0.6,9.8,21.1
202,3.808252024888889,-14.0,23.0,3.2640556430222225,13.0,1.9174822482201836,-5.7,0.8,8.6,15.2
203,4.0008655872,-16.0,25.0,3.464062226666666,14.0,2.0576724597675513,-7.0,0.5,9.0,16.5
204,4.087883233066666,-15.0,25.0,3.4964600796444443,14.0,2.140833321838288,-7.1,0.3,9.4,16.5
205,3.7277539438222225,-12.0,22.0,3.213202504533333,13.0,1.9169162899072238,-5.5,0.7,8.3,15.0
206,3.791928784533334,-14.0,22.0,3.2695523021333335,13.0,1.9693637456086523,-6.5,0.6,8.4,15.5
207,3.5468607259555562,-11.0,20.0,3.074217028533333,12.0,1.7752965268010379,-4.8,1.0,8.0,13.6
208,3.738568460266667,-14.0,23.0,3.284595262666666,13.0,1.9508164938985504,-6.4,1.0,8.5,15.6
209,3.2764969807999997,-9.0,19.0,2.8931388951111106,12.0,1.6137303926287974,-3.1,1.6,8.0,13.0
210,3.2961450279999998,-10.0,19.0,2.8642204362666663,12.0,1.6029479968156717,-3.6,1.3,7.7,12.9
211,13.468105440533336,-83.0,92.0,15.468196522666663,38.0,9.097398248941463,-58.9,-8.3,17.3,68.11000000000058
212,4.809313925422221,-20.0,29.0,4.097033047911111,16.0,2.6239702757245715,-10.2,-0.6,10.3,19.8
213,3.979861563466667,-13.0,22.0,3.359691631644445,14.0,2.0181582961479463,-5.4,0.4,8.9,15.0
214,3.880669944088888,-13.0,23.0,3.386417381422222,13.0,1.9946624824059924,-5.4,0.9,8.8,15.1
215,3.7492015728,-13.0,22.0,3.2342816689777774,13.0,1.8694342706180667,-5.3,0.9,8.6,14.7
216,3.772538055644445,-14.0,23.0,3.2754253909333335,13.0,1.9315442914814178,-6.7,0.8,8.3,16.0
217,3.0964680858666664,-8.0,17.0,2.7141632076444444,11.0,1.455787151492901,-2.4,1.7,7.4,11.5
218,3.4257022343111108,-10.0,19.0,2.977761542933334,12.0,1.7076238852965675,-3.8,1.1,7.7,12.5
219,3.267199864177778,-9.0,18.0,2.8704664903111112,12.0,1.6012723985588022,-3.1,1.5,7.8,12.5
220,4.100092699733333,-16.0,26.0,3.5860321777777786,14.0,2.1985021842675043,-8.9,0.4,8.8,18.2
221,3.5373335333333333,-12.0,21.0,3.1184933882666668,12.0,1.7791782425307285,-5.0,1.3,8.0,14.1
222,3.301454884444444,-10.0,19.0,2.919391639555555,12.0,1.6237353817248041,-4.0,1.5,7.8,13.0
223,2.761047559111111,-5.0,14.0,2.4448600746666664,10.0,1.2308707770932275,-0.5,2.1,7.0,9.4
224,3.137632010133333,-9.0,18.0,2.768895062044444,11.0,1.4797861459436166,-2.6,1.8,7.7,11.9
225,3.403839630222222,-10.0,20.0,3.0380783957333333,12.0,1.7153293455062755,-3.7,1.7,8.2,13.9
226,3.3210914888888894,-9.0,18.0,2.9032440552000005,12.0,1.6719361466652967,-3.7,1.3,7.9,12.9
227,3.0902664565333327,-8.0,18.0,2.734384103111111,11.0,1.4935352890624045,-2.8,1.8,7.6,12.21000000000058
228,3.109643450666667,-8.0,17.0,2.734808864711111,11.0,1.5026970225263274,-2.5,1.7,7.7,11.9
229,3.1225090803555555,-8.0,17.0,2.739756970666667,11.0,1.4987178460794786,-2.4,1.6,7.6,11.9
230,3.4378592933333327,-11.0,20.0,3.0348988778666666,12.0,1.6977568003841221,-4.1,1.4,8.0,13.6
231,3.184872150755555,-9.0,19.0,2.855129981511111,12.0,1.5473887485458928,-3.3,2.0,7.9,13.1
232,3.4853182175999993,-12.0,21.0,3.0360955573333333,12.0,1.702599535468231,-4.5,1.2,8.0,13.6
233,3.384429215377778,-12.0,21.0,3.0050316671999995,12.0,1.6586711756454167,-4.7,1.6,7.8,14.2
234,3.6470738728888885,-14.0,23.0,3.1800827222222217,13.0,1.843391755041061,-5.9,0.9,8.2,15.3
235,3.4781253333333333,-11.0,20.0,3.1131601258666675,12.0,1.7705814677220333,-4.7,1.6,7.9,14.1
236,2.9587998613333335,-6.0,16.0,2.614693866666667,11.0,1.3831317163911374,-1.3,1.9,7.6,10.8
237,3.3946800005333335,-10.0,19.0,2.9941511002666665,12.0,1.669958689084172,-3.6,1.5,8.1,13.2
238,3.2006143462222223,-7.0,17.0,2.9145009311999996,11.0,1.6029898293376454,-2.5,2.0,7.7,12.1
